quote_id,partner_id,claim_id,vehicle_id,yard_id,quote_date,quoted_tow_price,quoted_daily_storage_rate,free_storage_days,expected_days_in_yard,expected_billable_storage_days,estimated_total_cost_to_partner,estimated_salvage_value,net_expected_recovery,competitor_estimated_total_cost,price_gap_vs_competitor,partner_price_sensitivity_score,yard_capacity_utilization,predicted_acceptance_probability,accepted_flag,lost_reason,expected_margin,recommended_tow_price,recommended_daily_storage_rate,pricing_strategy
QTE000608,P037,CLM005468,VEH005468,YARD_AUS_01,2025-02-21,296,27,3,39,36,1268,9650,8382,1168,100,80,1.02,0.48,1,accepted,725,272,24,balanced
QTE000609,P005,CLM004821,VEH004821,YARD_HOU_01,2025-07-08,350,36,3,71,68,2798,13624,10826,2745,53,32,0.80,0.96,1,accepted,1999,360,37,margin_max
QTE000610,P025,CLM000209,VEH000209,YARD_DAL_01,2025-05-22,216,19,0,40,40,976,823,-153,973,3,88,0.93,0.43,0,storage_fee_too_high,417,199,17,capacity_control
QTE000611,P007,CLM001424,VEH001424,YARD_AUS_01,2025-04-04,382,19,3,73,70,1712,500,-1212,1923,-211,44,1.01,0.74,0,storage_fee_too_high,462,393,20,margin_max
QTE000612,P014,CLM001843,VEH001843,YARD_OKC_01,2025-03-04,227,19,0,17,17,550,500,-50,562,-12,65,1.08,0.59,1,accepted,237,234,20,partner_retention
QTE000613,P036,CLM002013,VEH002013,YARD_HOU_01,2025-01-09,360,31,5,89,84,2964,500,-2464,2756,208,70,0.73,0.54,1,accepted,1547,371,32,capacity_control
QTE000614,P028,CLM006349,VEH006349,YARD_OKC_01,2025-01-13,334,39,0,37,37,1777,18473,16696,1687,90,27,0.99,0.94,1,accepted,1211,344,41,balanced
QTE000615,P032,CLM006325,VEH006325,YARD_OKC_01,2025-06-12,379,22,7,10,3,445,3705,3260,390,55,61,1.03,0.63,1,accepted,58,390,23,margin_max
QTE000616,P028,CLM009233,VEH009233,YARD_HOU_01,2025-03-06,374,38,0,1,1,412,16760,16348,479,-67,27,0.46,0.97,1,accepted,156,385,40,margin_max
QTE000617,P037,CLM003226,VEH003226,YARD_AUS_01,2025-05-16,327,23,3,41,38,1201,12076,10875,1258,-57,80,0.91,0.56,0,storage_fee_too_high,473,301,21,balanced
QTE000618,P030,CLM005222,VEH005222,YARD_AUS_01,2025-03-11,380,30,0,67,67,2390,8733,6343,2582,-192,50,0.57,0.77,0,price_too_high,1313,391,31,balanced
QTE000619,P003,CLM008656,VEH008656,YARD_AUS_01,2025-01-01,367,31,7,42,35,1452,4504,3052,1636,-184,67,0.79,0.59,1,accepted,646,378,32,balanced
QTE000620,P002,CLM003831,VEH003831,YARD_AUS_01,2025-04-04,427,27,3,32,29,1210,7754,6544,998,212,61,0.78,0.64,1,accepted,499,440,28,acceptance_max
QTE000621,P024,CLM006174,VEH006174,YARD_DAL_01,2025-06-23,314,27,0,64,64,2042,8308,6266,1915,127,22,0.94,0.94,1,accepted,1184,323,28,partner_retention
QTE000622,P026,CLM005991,VEH005991,YARD_DAL_01,2025-07-27,232,24,0,57,57,1600,500,-1100,1046,554,96,0.76,0.19,1,accepted,853,213,22,balanced
QTE000623,P026,CLM009974,VEH009974,YARD_AUS_01,2025-05-09,270,25,0,34,34,1120,500,-620,873,247,96,0.81,0.30,0,storage_fee_too_high,593,248,22,acceptance_max
QTE000624,P007,CLM003545,VEH003545,YARD_HOU_01,2025-07-21,156,19,3,35,32,764,769,5,710,54,44,0.81,0.76,0,price_too_high,416,161,20,acceptance_max
QTE000625,P015,CLM002875,VEH002875,YARD_HOU_01,2025-02-10,469,28,3,82,79,2681,575,-2106,3303,-622,18,0.75,0.95,1,accepted,1244,483,29,partner_retention
QTE000626,P038,CLM007252,VEH007252,YARD_OKC_01,2025-05-19,350,23,5,62,57,1661,5364,3703,1788,-127,73,0.86,0.55,1,accepted,660,322,21,capacity_control
QTE000627,P003,CLM003616,VEH003616,YARD_OKC_01,2025-07-14,402,29,7,59,52,1910,6923,5013,2094,-184,67,0.96,0.59,1,accepted,784,414,30,balanced
QTE000628,P014,CLM008263,VEH008263,YARD_OKC_01,2025-05-02,263,20,0,34,34,943,500,-443,795,148,65,0.85,0.60,1,accepted,469,271,21,acceptance_max
QTE000629,P031,CLM002122,VEH002122,YARD_OKC_01,2025-04-12,432,36,14,48,34,1656,17903,16247,1210,446,51,1.01,0.63,0,storage_fee_too_high,831,445,37,acceptance_max
QTE000630,P025,CLM007457,VEH007457,YARD_OKC_01,2025-01-08,380,18,0,78,78,1784,500,-1284,1799,-15,88,1.09,0.38,0,price_too_high,376,350,16,balanced
QTE000631,P014,CLM000338,VEH000338,YARD_OKC_01,2025-05-10,225,18,0,40,40,945,500,-445,820,125,65,0.54,0.61,0,competitor_relationship,386,232,19,balanced
QTE000632,P028,CLM008755,VEH008755,YARD_DAL_01,2025-06-15,330,31,0,20,20,950,500,-450,1092,-142,27,0.63,0.87,1,accepted,534,340,32,capacity_control
QTE000633,P015,CLM008753,VEH008753,YARD_OKC_01,2025-02-20,330,26,3,31,28,1058,7243,6185,1100,-42,18,1.13,0.92,1,accepted,499,340,27,balanced
QTE000634,P015,CLM006015,VEH006015,YARD_DAL_01,2025-05-24,287,23,3,1,0,287,1162,875,281,6,18,0.88,0.95,1,accepted,87,296,24,acceptance_max
QTE000635,P023,CLM002325,VEH002325,YARD_DAL_01,2025-01-07,340,27,7,52,45,1555,12188,10633,1458,97,61,0.75,0.74,1,accepted,711,350,28,margin_max
QTE000636,P007,CLM002814,VEH002814,YARD_DAL_01,2025-01-15,242,22,3,42,39,1100,500,-600,1036,64,44,0.85,0.75,0,distance_too_far,499,249,23,balanced
QTE000637,P037,CLM000986,VEH000986,YARD_OKC_01,2025-01-06,357,27,3,8,5,492,6313,5821,563,-71,80,0.56,0.52,0,price_too_high,165,328,24,margin_max
QTE000638,P023,CLM001156,VEH001156,YARD_AUS_01,2025-05-26,357,32,7,27,20,997,3600,2603,1116,-119,61,0.62,0.72,0,price_too_high,401,368,33,acceptance_max
QTE000639,P040,CLM008166,VEH008166,YARD_AUS_01,2025-02-08,441,36,7,61,54,2385,5335,2950,2307,78,48,0.60,0.70,1,accepted,1291,454,37,acceptance_max
QTE000640,P014,CLM000418,VEH000418,YARD_OKC_01,2025-06-07,335,19,0,52,52,1323,500,-823,1265,58,65,0.71,0.63,0,price_too_high,456,345,20,acceptance_max
QTE000641,P023,CLM007077,VEH007077,YARD_OKC_01,2025-03-16,245,27,7,22,15,650,1810,1160,627,23,61,0.66,0.70,0,competitor_relationship,283,252,28,capacity_control
QTE000642,P015,CLM008327,VEH008327,YARD_AUS_01,2025-07-24,418,21,3,73,70,1888,500,-1388,2120,-232,18,0.75,0.95,1,accepted,712,431,22,margin_max
QTE000643,P014,CLM009520,VEH009520,YARD_AUS_01,2025-06-27,309,18,0,55,55,1299,500,-799,1296,3,65,0.82,0.65,1,accepted,440,318,19,balanced
QTE000644,P040,CLM008562,VEH008562,YARD_AUS_01,2025-07-27,382,33,7,23,16,910,500,-410,969,-59,48,1.03,0.66,0,unknown,380,393,34,acceptance_max
QTE000645,P007,CLM003118,VEH003118,YARD_OKC_01,2025-04-10,244,19,3,57,54,1270,500,-770,1178,92,44,0.86,0.74,1,accepted,601,251,20,partner_retention
QTE000646,P034,CLM001194,VEH001194,YARD_OKC_01,2025-07-03,216,20,5,25,20,616,582,-34,553,63,63,0.97,0.54,0,storage_fee_too_high,280,222,21,partner_retention
QTE000647,P023,CLM008297,VEH008297,YARD_DAL_01,2025-07-22,415,31,7,54,47,1872,10640,8768,1910,-38,61,0.77,0.77,1,accepted,856,427,32,acceptance_max
QTE000648,P032,CLM002410,VEH002410,YARD_AUS_01,2025-06-15,394,31,7,72,65,2409,9506,7097,2498,-89,61,0.76,0.73,0,unknown,1243,406,32,acceptance_max
QTE000649,P023,CLM004566,VEH004566,YARD_OKC_01,2024-12-31,249,25,7,86,79,2224,500,-1724,2089,135,61,0.98,0.62,1,accepted,1214,256,26,balanced
QTE000650,P037,CLM005782,VEH005782,YARD_HOU_01,2025-05-26,305,22,3,69,66,1757,500,-1257,2006,-249,80,0.82,0.48,0,storage_fee_too_high,791,281,20,acceptance_max
QTE000651,P023,CLM003095,VEH003095,YARD_HOU_01,2025-03-31,294,30,7,45,38,1434,500,-934,1475,-41,61,0.74,0.69,1,accepted,831,303,31,balanced
QTE000652,P037,CLM001254,VEH001254,YARD_AUS_01,2025-03-22,334,19,3,14,11,543,3529,2986,541,2,80,0.61,0.50,1,accepted,167,307,17,partner_retention
QTE000653,P029,CLM003007,VEH003007,YARD_AUS_01,2025-04-30,293,28,3,43,40,1413,11505,10092,1614,-201,36,0.57,0.89,1,accepted,797,302,29,capacity_control
QTE000654,P031,CLM008035,VEH008035,YARD_HOU_01,2025-02-12,426,35,14,26,12,846,1993,1147,668,178,51,0.49,0.64,0,price_too_high,212,439,36,margin_max
QTE000655,P003,CLM001051,VEH001051,YARD_HOU_01,2025-04-12,411,23,7,68,61,1814,6639,4825,2049,-235,67,0.93,0.60,0,competitor_relationship,545,423,24,margin_max
QTE000656,P003,CLM004533,VEH004533,YARD_OKC_01,2025-01-15,309,29,7,67,60,2049,500,-1549,2206,-157,67,0.86,0.56,1,accepted,1024,318,30,balanced
QTE000657,P037,CLM008048,VEH008048,YARD_HOU_01,2025-05-21,402,19,3,58,55,1447,7056,5609,1254,193,80,1.00,0.43,0,storage_fee_too_high,365,370,17,balanced
QTE000658,P015,CLM000554,VEH000554,YARD_OKC_01,2025-05-23,463,28,3,86,83,2787,500,-2287,2401,386,18,0.67,0.81,1,accepted,1277,477,29,margin_max
QTE000659,P014,CLM004101,VEH004101,YARD_AUS_01,2025-02-25,227,14,0,44,44,843,500,-343,842,1,65,0.88,0.65,1,accepted,239,234,15,margin_max
QTE000660,P003,CLM002448,VEH002448,YARD_DAL_01,2025-07-26,386,23,7,48,41,1329,500,-829,1164,165,67,0.88,0.50,1,accepted,438,398,24,balanced
QTE000661,P012,CLM005378,VEH005378,YARD_DAL_01,2025-02-02,220,25,3,1,0,220,6392,6172,183,37,58,1.05,0.64,1,accepted,65,227,26,acceptance_max
QTE000662,P014,CLM006734,VEH006734,YARD_AUS_01,2025-04-17,316,15,0,51,51,1081,500,-581,1329,-248,65,0.83,0.65,0,distance_too_far,277,325,16,margin_max
QTE000663,P013,CLM002366,VEH002366,YARD_DAL_01,2025-05-15,358,33,0,47,47,1909,500,-1409,2087,-178,47,0.73,0.75,0,slow_pickup,1136,369,34,capacity_control
QTE000664,P031,CLM006980,VEH006980,YARD_DAL_01,2025-05-31,342,39,14,42,28,1434,16553,15119,1488,-54,51,0.95,0.80,1,accepted,715,352,41,capacity_control
QTE000665,P014,CLM005130,VEH005130,YARD_AUS_01,2025-07-15,243,20,0,19,19,623,783,160,563,60,65,0.73,0.63,1,accepted,303,250,21,margin_max
QTE000666,P007,CLM002350,VEH002350,YARD_DAL_01,2025-06-22,350,19,3,68,65,1585,1925,340,1658,-73,44,0.81,0.79,0,price_too_high,481,360,20,balanced
QTE000667,P015,CLM001992,VEH001992,YARD_OKC_01,2025-03-30,363,27,3,1,0,363,500,137,341,22,18,0.76,0.94,1,accepted,113,374,28,balanced
QTE000668,P003,CLM000514,VEH000514,YARD_AUS_01,2025-01-11,236,27,7,39,32,1100,6041,4941,1117,-17,67,0.70,0.60,1,accepted,593,243,28,acceptance_max
QTE000669,P014,CLM000516,VEH000516,YARD_DAL_01,2025-06-29,400,15,0,57,57,1255,500,-755,1295,-40,65,0.84,0.65,1,accepted,150,412,16,balanced
QTE000670,P036,CLM000894,VEH000894,YARD_HOU_01,2025-02-21,261,23,5,19,14,583,4144,3561,632,-49,70,0.77,0.64,1,accepted,246,269,24,margin_max
QTE000671,P020,CLM007873,VEH007873,YARD_OKC_01,2025-02-23,357,40,0,45,45,2157,20438,18281,2213,-56,34,0.90,0.97,1,accepted,1464,368,42,balanced
QTE000672,P015,CLM003388,VEH003388,YARD_HOU_01,2025-01-01,246,22,3,26,23,752,3779,3027,709,43,18,0.73,0.96,1,accepted,366,253,23,partner_retention
QTE000673,P003,CLM005585,VEH005585,YARD_DAL_01,2025-07-28,340,24,7,17,10,580,583,3,675,-95,67,0.80,0.56,1,accepted,181,350,25,balanced
QTE000674,P019,CLM001078,VEH001078,YARD_HOU_01,2025-01-15,407,18,7,63,56,1415,500,-915,1424,-9,78,0.67,0.53,0,price_too_high,222,374,16,acceptance_max
QTE000675,P003,CLM003299,VEH003299,YARD_AUS_01,2025-07-21,297,29,7,51,44,1573,704,-869,1161,412,67,0.99,0.39,0,storage_fee_too_high,939,306,30,balanced
QTE000676,P015,CLM002246,VEH002246,YARD_HOU_01,2025-03-26,418,31,3,62,59,2247,5702,3455,2501,-254,18,0.87,0.97,1,accepted,1036,431,32,acceptance_max
QTE000677,P023,CLM006848,VEH006848,YARD_OKC_01,2025-06-19,284,28,7,1,0,284,5058,4774,308,-24,61,0.84,0.73,0,price_too_high,88,293,29,margin_max
QTE000678,P028,CLM009717,VEH009717,YARD_OKC_01,2025-06-18,334,34,0,8,8,606,9553,8947,653,-47,27,0.77,0.93,1,accepted,327,344,35,capacity_control
QTE000679,P023,CLM000149,VEH000149,YARD_DAL_01,2025-05-02,361,23,7,19,12,637,13890,13253,653,-16,61,0.86,0.79,1,accepted,177,372,24,capacity_control
QTE000680,P006,CLM000044,VEH000044,YARD_HOU_01,2025-05-18,260,34,5,31,26,1144,13815,12671,1067,77,52,0.77,0.75,1,accepted,680,268,35,margin_max
QTE000681,P015,CLM005582,VEH005582,YARD_AUS_01,2025-03-17,482,25,3,25,22,1032,4308,3276,1065,-33,18,0.98,0.96,1,accepted,351,496,26,balanced
QTE000682,P003,CLM003556,VEH003556,YARD_DAL_01,2025-07-07,328,26,7,21,14,692,6449,5757,642,50,67,0.64,0.58,1,accepted,217,338,27,balanced
QTE000683,P028,CLM004436,VEH004436,YARD_HOU_01,2025-04-03,440,33,0,39,39,1727,6893,5166,1729,-2,27,0.89,0.91,1,accepted,861,453,34,capacity_control
QTE000684,P039,CLM003893,VEH003893,YARD_AUS_01,2025-04-06,390,19,0,102,102,2328,500,-1828,2252,76,77,0.80,0.49,0,price_too_high,609,359,17,balanced
QTE000685,P023,CLM008978,VEH008978,YARD_OKC_01,2025-07-04,333,27,7,46,39,1386,500,-886,1102,284,61,0.81,0.59,1,accepted,676,343,28,acceptance_max
QTE000686,P040,CLM005259,VEH005259,YARD_AUS_01,2025-06-23,273,31,7,39,32,1265,7944,6679,1601,-336,48,0.90,0.75,1,accepted,708,281,32,acceptance_max
QTE000687,P013,CLM005485,VEH005485,YARD_DAL_01,2025-04-14,413,24,0,54,54,1709,500,-1209,1512,197,47,0.80,0.68,1,accepted,734,425,25,balanced
QTE000688,P008,CLM008359,VEH008359,YARD_AUS_01,2025-07-13,377,21,0,53,53,1490,1751,261,1381,109,55,0.92,0.63,0,price_too_high,446,388,22,acceptance_max
QTE000689,P014,CLM008663,VEH008663,YARD_DAL_01,2025-06-01,388,14,0,53,53,1130,500,-630,1115,15,65,0.68,0.64,1,accepted,61,400,15,balanced
QTE000690,P013,CLM001427,VEH001427,YARD_OKC_01,2025-04-07,361,31,0,20,20,981,500,-481,939,42,47,0.90,0.73,1,accepted,504,372,32,capacity_control
QTE000691,P004,CLM008637,VEH008637,YARD_HOU_01,2025-03-11,469,25,0,61,61,1994,9393,7399,1901,93,69,0.71,0.65,1,accepted,780,483,26,capacity_control
QTE000692,P026,CLM002034,VEH002034,YARD_HOU_01,2025-07-08,244,20,0,61,61,1464,7483,6019,1661,-197,96,0.86,0.44,0,storage_fee_too_high,627,224,18,balanced
QTE000693,P015,CLM007600,VEH007600,YARD_HOU_01,2025-02-15,477,28,3,49,46,1765,4443,2678,1622,143,18,0.89,0.93,1,accepted,699,491,29,acceptance_max
QTE000694,P023,CLM005679,VEH005679,YARD_AUS_01,2025-06-22,454,31,7,69,62,2376,11703,9327,2287,89,61,0.81,0.74,1,accepted,1082,468,32,acceptance_max
QTE000695,P011,CLM002927,VEH002927,YARD_AUS_01,2025-05-24,388,32,7,47,40,1668,9644,7976,1343,325,78,0.94,0.46,0,storage_fee_too_high,770,357,29,margin_max
QTE000696,P027,CLM005167,VEH005167,YARD_DAL_01,2025-07-26,326,25,3,88,85,2451,2661,210,2627,-176,78,0.78,0.59,1,accepted,1077,300,22,margin_max
QTE000697,P004,CLM005492,VEH005492,YARD_OKC_01,2025-02-14,268,30,0,28,28,1108,17714,16606,1136,-28,69,0.80,0.74,1,accepted,642,276,31,balanced
QTE000698,P015,CLM007594,VEH007594,YARD_OKC_01,2025-02-02,328,28,3,29,26,1056,3934,2878,851,205,18,0.96,0.89,1,accepted,574,338,29,margin_max
QTE000699,P013,CLM001253,VEH001253,YARD_HOU_01,2025-02-11,409,32,0,66,66,2521,5204,2683,3050,-529,47,0.76,0.78,1,accepted,1360,421,33,capacity_control
QTE000700,P034,CLM002359,VEH002359,YARD_AUS_01,2025-05-15,312,21,5,26,21,753,500,-253,591,162,63,0.89,0.52,1,accepted,255,321,22,balanced
QTE000701,P004,CLM007518,VEH007518,YARD_AUS_01,2025-05-31,398,35,0,32,32,1518,14362,12844,1471,47,69,1.01,0.67,1,accepted,767,410,36,acceptance_max
QTE000702,P004,CLM008240,VEH008240,YARD_AUS_01,2025-04-02,329,28,0,35,35,1309,2566,1257,1148,161,69,0.87,0.58,1,accepted,660,339,29,partner_retention
QTE000703,P013,CLM005497,VEH005497,YARD_HOU_01,2025-03-05,306,25,0,48,48,1506,13367,11861,1606,-100,47,0.61,0.84,1,accepted,756,315,26,balanced
QTE000704,P003,CLM008795,VEH008795,YARD_OKC_01,2025-02-07,243,23,7,63,56,1531,5114,3583,1628,-97,67,0.77,0.59,1,accepted,777,250,24,partner_retention
QTE000705,P015,CLM003345,VEH003345,YARD_OKC_01,2025-05-26,354,24,3,59,56,1698,500,-1198,1486,212,18,0.87,0.87,1,accepted,791,365,25,acceptance_max
QTE000706,P027,CLM000763,VEH000763,YARD_AUS_01,2025-02-02,312,28,3,31,28,1096,6649,5553,1387,-291,78,0.79,0.62,1,accepted,580,287,25,acceptance_max
QTE000707,P023,CLM005881,VEH005881,YARD_DAL_01,2025-07-19,299,27,7,3,0,299,12139,11840,299,0,61,1.00,0.75,1,accepted,72,308,28,acceptance_max
QTE000708,P013,CLM003902,VEH003902,YARD_HOU_01,2025-01-31,262,29,0,31,31,1161,11297,10136,1338,-177,47,0.85,0.83,1,accepted,673,270,30,acceptance_max
QTE000709,P020,CLM008731,VEH008731,YARD_OKC_01,2025-07-13,368,35,0,91,91,3553,19696,16143,2766,787,34,0.94,0.67,1,accepted,2324,379,36,balanced
QTE000710,P015,CLM001874,VEH001874,YARD_OKC_01,2025-07-25,360,28,3,46,43,1564,1665,101,1438,126,18,0.85,0.91,1,accepted,694,371,29,balanced
QTE000711,P028,CLM006532,VEH006532,YARD_DAL_01,2025-01-01,329,40,0,53,53,2449,8572,6123,2277,172,27,0.95,0.85,1,accepted,1667,339,42,capacity_control
QTE000712,P040,CLM002285,VEH002285,YARD_HOU_01,2025-02-22,341,35,7,58,51,2126,4386,2260,2177,-51,48,0.75,0.72,0,price_too_high,1316,351,36,acceptance_max
QTE000713,P007,CLM004877,VEH004877,YARD_HOU_01,2025-01-22,340,25,3,16,13,665,3790,3125,576,89,44,0.82,0.77,1,accepted,246,350,26,partner_retention
QTE000714,P024,CLM004851,VEH004851,YARD_AUS_01,2025-03-08,390,28,0,47,47,1706,8572,6866,1303,403,22,0.64,0.85,1,accepted,881,402,29,acceptance_max
QTE000715,P037,CLM004475,VEH004475,YARD_HOU_01,2025-07-08,320,26,3,30,27,1022,3902,2880,963,59,80,1.03,0.44,1,accepted,506,294,23,margin_max
QTE000716,P003,CLM003023,VEH003023,YARD_OKC_01,2025-03-28,448,31,7,27,20,1068,500,-568,1111,-43,67,0.77,0.56,1,accepted,372,461,32,acceptance_max
QTE000717,P040,CLM006382,VEH006382,YARD_OKC_01,2025-04-01,430,28,7,65,58,2054,12815,10761,2322,-268,48,0.53,0.78,1,accepted,893,443,29,margin_max
QTE000718,P014,CLM008119,VEH008119,YARD_OKC_01,2025-05-01,320,15,0,65,65,1295,500,-795,1185,110,65,0.95,0.60,0,storage_fee_too_high,298,330,16,margin_max
QTE000719,P023,CLM004498,VEH004498,YARD_HOU_01,2025-03-02,318,24,7,47,40,1278,7346,6068,1209,69,61,0.82,0.72,1,accepted,582,328,25,acceptance_max
QTE000720,P037,CLM004394,VEH004394,YARD_HOU_01,2025-03-03,333,22,3,13,10,553,8641,8088,663,-110,80,0.89,0.54,0,storage_fee_too_high,200,306,20,balanced
QTE000721,P028,CLM009858,VEH009858,YARD_HOU_01,2025-06-22,390,31,0,29,29,1289,5562,4273,1306,-17,27,0.62,0.90,0,distance_too_far,773,402,32,acceptance_max
QTE000722,P026,CLM002675,VEH002675,YARD_OKC_01,2025-01-25,327,26,0,35,35,1237,4727,3490,1181,56,96,0.83,0.40,1,accepted,543,301,23,balanced
QTE000723,P009,CLM004843,VEH004843,YARD_HOU_01,2025-05-22,335,30,7,58,51,1865,2697,832,1876,-11,73,0.92,0.54,1,accepted,1040,308,27,capacity_control
QTE000724,P021,CLM004664,VEH004664,YARD_AUS_01,2025-05-27,420,30,7,67,60,2220,3819,1599,1831,389,71,0.76,0.48,0,price_too_high,982,386,27,capacity_control
QTE000725,P015,CLM007813,VEH007813,YARD_AUS_01,2025-06-01,408,24,3,39,36,1272,3435,2163,1477,-205,18,0.92,0.97,1,accepted,544,420,25,balanced
QTE000726,P032,CLM000052,VEH000052,YARD_OKC_01,2025-07-23,319,28,7,47,40,1439,7556,6117,1282,157,61,0.90,0.66,1,accepted,719,329,29,partner_retention
QTE000727,P005,CLM004842,VEH004842,YARD_HOU_01,2025-03-09,334,33,3,22,19,961,7150,6189,784,177,32,0.49,0.87,1,accepted,504,344,34,capacity_control
QTE000728,P010,CLM001569,VEH001569,YARD_OKC_01,2025-06-12,330,36,14,59,45,1950,2876,926,1683,267,25,0.69,0.83,1,accepted,1221,340,37,margin_max
QTE000729,P023,CLM003148,VEH003148,YARD_OKC_01,2025-06-22,367,28,7,13,6,535,13126,12591,556,-21,61,0.76,0.78,1,accepted,110,378,29,balanced
QTE000730,P008,CLM001475,VEH001475,YARD_DAL_01,2025-01-03,217,25,0,10,10,467,4807,4340,448,19,55,0.76,0.68,0,price_too_high,225,224,26,margin_max
QTE000731,P026,CLM001240,VEH001240,YARD_HOU_01,2025-04-03,288,21,0,37,37,1065,7597,6532,878,187,96,0.83,0.37,0,price_too_high,465,265,19,balanced
QTE000732,P003,CLM004718,VEH004718,YARD_AUS_01,2025-03-29,448,31,7,80,73,2711,7969,5258,2696,15,67,0.91,0.61,0,competitor_relationship,1269,461,32,balanced
QTE000733,P035,CLM001010,VEH001010,YARD_OKC_01,2025-06-27,222,31,3,60,57,1989,500,-1489,1824,165,70,0.77,0.49,0,distance_too_far,1327,229,32,margin_max
QTE000734,P037,CLM001439,VEH001439,YARD_HOU_01,2025-01-13,381,26,3,79,76,2357,5027,2670,2396,-39,80,0.90,0.51,0,price_too_high,1013,351,23,balanced
QTE000735,P040,CLM006066,VEH006066,YARD_DAL_01,2025-03-04,475,37,7,6,0,475,13438,12963,493,-18,48,0.69,0.79,1,accepted,78,489,38,partner_retention
QTE000736,P028,CLM008727,VEH008727,YARD_AUS_01,2025-02-09,400,36,0,32,32,1552,3778,2226,1822,-270,27,0.83,0.89,1,accepted,971,412,37,balanced
QTE000737,P037,CLM005865,VEH005865,YARD_OKC_01,2025-06-22,313,25,3,46,43,1388,1202,-186,1164,224,80,0.84,0.41,1,accepted,633,288,22,balanced
QTE000738,P014,CLM002759,VEH002759,YARD_DAL_01,2025-04-25,352,20,0,46,46,1272,500,-772,1253,19,65,0.78,0.64,0,storage_fee_too_high,465,363,21,balanced
QTE000739,P006,CLM004610,VEH004610,YARD_DAL_01,2025-05-08,349,30,5,18,13,739,2379,1640,604,135,52,0.98,0.63,0,slow_pickup,314,359,31,capacity_control
QTE000740,P005,CLM008046,VEH008046,YARD_DAL_01,2025-04-04,323,43,3,40,37,1914,16769,14855,1838,76,32,0.80,0.97,1,accepted,1291,333,45,partner_retention
QTE000741,P030,CLM003047,VEH003047,YARD_OKC_01,2025-06-30,449,36,0,65,65,2789,14128,11339,2377,412,50,0.87,0.66,1,accepted,1588,462,37,balanced
QTE000742,P002,CLM008776,VEH008776,YARD_HOU_01,2025-07-29,295,29,3,44,41,1484,9348,7864,1355,129,61,0.82,0.68,1,accepted,853,304,30,acceptance_max
QTE000743,P003,CLM005627,VEH005627,YARD_OKC_01,2025-07-13,348,30,7,41,34,1368,11337,9969,1400,-32,67,0.82,0.64,0,distance_too_far,598,358,31,acceptance_max
QTE000744,P008,CLM007853,VEH007853,YARD_AUS_01,2025-03-20,228,26,0,22,22,800,4454,3654,975,-175,55,0.65,0.69,0,price_too_high,450,235,27,partner_retention
QTE000745,P035,CLM008852,VEH008852,YARD_HOU_01,2025-07-15,210,26,3,56,53,1588,10628,9040,1508,80,70,0.89,0.59,0,storage_fee_too_high,1053,216,27,acceptance_max
QTE000746,P040,CLM005976,VEH005976,YARD_AUS_01,2025-04-07,259,32,7,45,38,1475,8999,7524,1839,-364,48,0.72,0.76,1,accepted,918,267,33,balanced
QTE000747,P040,CLM000529,VEH000529,YARD_DAL_01,2025-04-11,300,26,7,57,50,1600,12063,10463,1587,13,48,0.71,0.77,1,accepted,880,309,27,acceptance_max
QTE000748,P031,CLM000831,VEH000831,YARD_AUS_01,2025-01-06,477,36,14,62,48,2205,7042,4837,2145,60,51,0.99,0.70,1,accepted,960,491,37,partner_retention
QTE000749,P038,CLM004108,VEH004108,YARD_OKC_01,2025-02-22,327,25,5,35,30,1077,4424,3347,1250,-173,73,0.82,0.54,1,accepted,365,301,22,acceptance_max
QTE000750,P035,CLM000083,VEH000083,YARD_AUS_01,2025-02-11,347,24,3,19,16,731,500,-231,691,40,70,0.89,0.53,0,storage_fee_too_high,260,357,25,acceptance_max
QTE000751,P040,CLM004061,VEH004061,YARD_DAL_01,2025-06-05,350,30,7,53,46,1730,10288,8558,1608,122,48,0.95,0.71,1,accepted,881,360,31,balanced
QTE000752,P029,CLM003056,VEH003056,YARD_OKC_01,2025-05-12,377,30,3,53,50,1877,9864,7987,2236,-359,36,0.97,0.86,1,accepted,983,388,31,balanced
QTE000753,P005,CLM009958,VEH009958,YARD_OKC_01,2025-05-19,485,41,3,28,25,1510,22524,21014,1545,-35,32,0.58,0.97,1,accepted,835,500,43,partner_retention
QTE000754,P034,CLM002889,VEH002889,YARD_OKC_01,2025-03-31,352,19,5,70,65,1587,500,-1087,1533,54,63,0.80,0.56,0,competitor_relationship,398,363,20,balanced
QTE000755,P037,CLM004675,VEH004675,YARD_HOU_01,2025-05-21,432,27,3,56,53,1863,4000,2137,2036,-173,80,0.77,0.51,0,competitor_relationship,785,397,24,acceptance_max
QTE000756,P015,CLM008758,VEH008758,YARD_HOU_01,2025-05-22,413,31,3,64,61,2304,1561,-743,2454,-150,18,0.65,0.96,0,price_too_high,1162,425,32,acceptance_max
QTE000757,P024,CLM005293,VEH005293,YARD_DAL_01,2025-03-12,359,35,0,21,21,1094,14719,13625,982,112,22,0.74,0.97,1,accepted,644,370,36,partner_retention
QTE000758,P037,CLM008085,VEH008085,YARD_OKC_01,2025-06-02,361,21,3,48,45,1306,3964,2658,1454,-148,80,0.91,0.51,0,price_too_high,420,332,19,acceptance_max
QTE000759,P023,CLM001866,VEH001866,YARD_HOU_01,2025-04-29,300,27,7,60,53,1731,1131,-600,1492,239,61,0.70,0.61,0,slow_pickup,813,309,28,acceptance_max
