allocation_scenario_id,simulation_run_id,vehicle_id,yard_id,allocation_strategy,assigned_zone_id,assigned_slot_id,vehicle_priority_score,zone_accessibility_score,simulated_retrieval_duration_minutes,simulated_wait_time_minutes,simulated_travel_distance_meters,blocked_vehicle_count_estimate,high_priority_flag,retrieval_under_15_min_flag,priority_weighted_time,allocation_efficiency_score
ALC006528,RUN001,VEH001632,YARD_OKC_01,optimized,FA,FA19-020,91.7,99,13.6,22.9,128,0,1,1,12.5,100
ALC006529,RUN001,VEH001633,YARD_HOU_01,random,A,A01-016,69.3,65,65.7,86.2,609,8,0,0,45.5,57
ALC006530,RUN001,VEH001633,YARD_HOU_01,first_available,A,A07-006,69.3,69,33.9,55.7,377,3,0,0,23.5,92
ALC006531,RUN001,VEH001633,YARD_HOU_01,priority_based,A,A05-007,69.3,83,40.9,58.8,694,4,0,0,28.3,90
ALC006532,RUN001,VEH001633,YARD_HOU_01,optimized,B,B04-019,69.3,57,24.1,31.1,929,0,0,0,16.7,100
ALC006533,RUN001,VEH001634,YARD_AUS_01,random,A,A20-003,63.8,76,42.4,66.8,386,3,0,0,27.1,88
ALC006534,RUN001,VEH001634,YARD_AUS_01,first_available,NR,NR13-007,63.8,55,38.7,61.1,975,1,0,0,24.7,88
ALC006535,RUN001,VEH001634,YARD_AUS_01,priority_based,B,B09-006,63.8,74,30.0,52.2,728,1,0,0,19.2,100
ALC006536,RUN001,VEH001634,YARD_AUS_01,optimized,A,A05-021,63.8,70,23.8,46.6,442,0,0,0,15.2,100
ALC006537,RUN001,VEH001635,YARD_AUS_01,random,FA,FA08-022,86.4,82,31.8,52.3,282,3,1,0,27.4,98
ALC006538,RUN001,VEH001635,YARD_AUS_01,first_available,A,A06-024,86.4,64,27.1,59.6,343,2,1,0,23.4,98
ALC006539,RUN001,VEH001635,YARD_AUS_01,priority_based,A,A13-024,86.4,71,24.0,38.0,903,1,1,0,20.8,100
ALC006540,RUN001,VEH001635,YARD_AUS_01,optimized,A,A10-008,86.4,58,20.5,42.7,410,3,1,0,17.8,100
ALC006541,RUN001,VEH001636,YARD_DAL_01,random,A,A02-019,50.9,72,48.9,65.3,559,3,0,0,24.9,82
ALC006542,RUN001,VEH001636,YARD_DAL_01,first_available,NR,NR04-001,50.9,48,36.4,50.2,679,1,0,0,18.5,87
ALC006543,RUN001,VEH001636,YARD_DAL_01,priority_based,B,B19-015,50.9,66,42.5,63.0,907,3,0,0,21.6,85
ALC006544,RUN001,VEH001636,YARD_DAL_01,optimized,FA,FA02-018,50.9,91,26.1,41.4,251,3,0,0,13.3,100
ALC006545,RUN001,VEH001637,YARD_AUS_01,random,LTH,LTH09-017,90.6,40,28.8,47.2,1322,0,1,0,26.1,92
ALC006546,RUN001,VEH001637,YARD_AUS_01,first_available,OF,OF17-017,90.6,37,42.9,58.0,1420,4,1,0,38.9,72
ALC006547,RUN001,VEH001637,YARD_AUS_01,priority_based,B,B05-008,90.6,84,19.9,39.6,388,1,1,0,18.0,100
ALC006548,RUN001,VEH001637,YARD_AUS_01,optimized,B,B19-001,90.6,82,28.0,57.4,329,5,1,0,25.3,100
ALC006549,RUN001,VEH001638,YARD_OKC_01,random,FA,FA12-020,92.0,99,25.3,54.1,406,0,1,0,23.3,100
ALC006550,RUN001,VEH001638,YARD_OKC_01,first_available,A,A20-003,92.0,83,20.8,36.8,522,0,1,0,19.1,100
ALC006551,RUN001,VEH001638,YARD_OKC_01,priority_based,FA,FA01-022,92.0,95,18.1,33.4,166,1,1,0,16.6,100
ALC006552,RUN001,VEH001638,YARD_OKC_01,optimized,FA,FA10-014,92.0,90,12.0,21.8,217,0,1,1,11.0,100
ALC006553,RUN001,VEH001639,YARD_DAL_01,random,HV,HV05-017,80.8,39,61.3,74.6,1235,7,1,0,49.5,53
ALC006554,RUN001,VEH001639,YARD_DAL_01,first_available,OF,OF05-009,80.8,16,52.7,77.8,1574,6,1,0,42.6,54
ALC006555,RUN001,VEH001639,YARD_DAL_01,priority_based,B,B14-021,80.8,61,18.2,44.0,581,0,1,0,14.7,100
ALC006556,RUN001,VEH001639,YARD_DAL_01,optimized,FA,FA05-013,80.8,87,15.1,23.4,314,1,1,0,12.2,100
ALC006557,RUN001,VEH001640,YARD_DAL_01,random,OF,OF09-021,92.9,24,43.0,67.1,1579,1,1,0,39.9,74
ALC006558,RUN001,VEH001640,YARD_DAL_01,first_available,B,B11-005,92.9,60,17.6,39.8,400,0,1,0,16.3,100
ALC006559,RUN001,VEH001640,YARD_DAL_01,priority_based,A,A11-011,92.9,65,40.4,57.2,776,7,1,0,37.6,78
ALC006560,RUN001,VEH001640,YARD_DAL_01,optimized,A,A17-015,92.9,65,13.3,25.0,354,0,1,1,12.3,100
ALC006561,RUN001,VEH001641,YARD_DAL_01,random,B,B02-013,69.5,70,45.1,67.6,720,3,0,0,31.3,84
ALC006562,RUN001,VEH001641,YARD_DAL_01,first_available,B,B01-003,69.5,85,31.4,44.5,400,3,0,0,21.8,100
ALC006563,RUN001,VEH001641,YARD_DAL_01,priority_based,NR,NR07-024,69.5,59,35.0,50.2,719,3,0,0,24.3,88
ALC006564,RUN001,VEH001641,YARD_DAL_01,optimized,B,B15-010,69.5,65,31.3,50.8,879,3,0,0,21.8,100
ALC006565,RUN001,VEH001642,YARD_AUS_01,random,A,A07-013,75.8,57,36.9,33.6,613,1,1,0,28.0,90
ALC006566,RUN001,VEH001642,YARD_AUS_01,first_available,B,B07-014,75.8,55,38.6,61.3,839,1,1,0,29.2,88
ALC006567,RUN001,VEH001642,YARD_AUS_01,priority_based,A,A17-001,75.8,61,51.7,67.7,800,7,1,0,39.2,68
ALC006568,RUN001,VEH001642,YARD_AUS_01,optimized,A,A09-019,75.8,72,44.4,75.4,781,6,1,0,33.7,87
ALC006569,RUN001,VEH001643,YARD_DAL_01,random,FA,FA06-009,74.8,82,43.6,44.2,364,4,0,0,32.6,87
ALC006570,RUN001,VEH001643,YARD_DAL_01,first_available,A,A01-016,74.8,62,22.2,53.7,556,0,0,0,16.6,100
ALC006571,RUN001,VEH001643,YARD_DAL_01,priority_based,A,A15-002,74.8,75,26.8,44.9,903,0,0,0,20.1,100
ALC006572,RUN001,VEH001643,YARD_DAL_01,optimized,FA,FA17-007,74.8,98,10.8,29.4,296,1,0,1,8.0,100
ALC006573,RUN001,VEH001644,YARD_DAL_01,random,B,B12-022,81.9,75,46.0,63.1,692,1,1,0,37.7,89
ALC006574,RUN001,VEH001644,YARD_DAL_01,first_available,A,A16-005,81.9,81,39.8,61.7,588,2,1,0,32.6,94
ALC006575,RUN001,VEH001644,YARD_DAL_01,priority_based,FA,FA19-006,81.9,87,25.9,45.7,422,1,1,0,21.2,100
ALC006576,RUN001,VEH001644,YARD_DAL_01,optimized,B,B03-023,81.9,66,29.4,55.3,362,3,1,0,24.1,100
ALC006577,RUN001,VEH001645,YARD_DAL_01,random,B,B03-023,71.2,66,54.4,90.2,467,7,0,0,38.7,68
ALC006578,RUN001,VEH001645,YARD_DAL_01,first_available,LTH,LTH12-005,71.2,46,18.2,24.5,942,0,0,0,13.0,100
ALC006579,RUN001,VEH001645,YARD_DAL_01,priority_based,A,A01-009,71.2,81,21.8,24.2,743,0,0,0,15.5,100
ALC006580,RUN001,VEH001645,YARD_DAL_01,optimized,B,B12-015,71.2,78,19.2,43.4,795,0,0,0,13.7,100
ALC006581,RUN001,VEH001646,YARD_HOU_01,random,LTH,LTH07-011,84.4,44,38.0,46.0,1310,0,1,0,32.0,86
ALC006582,RUN001,VEH001646,YARD_HOU_01,first_available,LTH,LTH18-002,84.4,33,28.0,45.3,1010,0,1,0,23.7,90
ALC006583,RUN001,VEH001646,YARD_HOU_01,priority_based,FA,FA02-018,84.4,99,12.9,18.8,188,0,1,1,10.9,100
ALC006584,RUN001,VEH001646,YARD_HOU_01,optimized,A,A11-004,84.4,77,17.6,38.4,449,1,1,0,14.8,100
ALC006585,RUN001,VEH001647,YARD_AUS_01,random,OF,OF07-015,98.6,33,68.5,100.0,1979,6,1,0,67.5,48
ALC006586,RUN001,VEH001647,YARD_AUS_01,first_available,LTH,LTH06-022,98.6,38,41.2,40.5,1325,1,1,0,40.6,80
ALC006587,RUN001,VEH001647,YARD_AUS_01,priority_based,A,A06-017,98.6,69,26.4,41.3,774,3,1,0,26.0,98
ALC006588,RUN001,VEH001647,YARD_AUS_01,optimized,B,B15-010,98.6,77,40.4,63.1,515,8,1,0,39.8,88
ALC006589,RUN001,VEH001648,YARD_AUS_01,random,A,A10-008,78.0,58,45.6,60.7,266,5,1,0,35.6,76
ALC006590,RUN001,VEH001648,YARD_AUS_01,first_available,B,B13-018,78.0,76,21.2,45.6,505,0,1,0,16.5,100
ALC006591,RUN001,VEH001648,YARD_AUS_01,priority_based,B,B05-022,78.0,73,31.3,57.0,377,3,1,0,24.4,96
ALC006592,RUN001,VEH001648,YARD_AUS_01,optimized,FA,FA06-023,78.0,88,22.8,26.3,300,0,1,0,17.7,100
ALC006593,RUN001,VEH001649,YARD_OKC_01,random,B,B18-019,84.4,67,44.3,53.3,762,3,1,0,37.4,84
ALC006594,RUN001,VEH001649,YARD_OKC_01,first_available,B,B17-009,84.4,56,35.0,61.1,416,2,1,0,29.6,89
ALC006595,RUN001,VEH001649,YARD_OKC_01,priority_based,B,B08-017,84.4,62,22.7,52.4,534,1,1,0,19.2,100
ALC006596,RUN001,VEH001649,YARD_OKC_01,optimized,A,A16-019,84.4,72,19.3,37.9,707,0,1,0,16.3,100
ALC006597,RUN001,VEH001650,YARD_AUS_01,random,NR,NR01-020,86.6,63,37.6,48.8,665,2,1,0,32.6,89
ALC006598,RUN001,VEH001650,YARD_AUS_01,first_available,NR,NR02-023,86.6,64,37.3,68.5,1121,2,1,0,32.3,90
ALC006599,RUN001,VEH001650,YARD_AUS_01,priority_based,FA,FA06-009,86.6,89,20.9,28.0,190,3,1,0,18.1,100
ALC006600,RUN001,VEH001650,YARD_AUS_01,optimized,A,A13-003,86.6,67,15.7,39.5,746,1,1,0,13.6,100
ALC006601,RUN001,VEH001651,YARD_HOU_01,random,A,A18-018,74.0,80,46.9,72.1,572,2,0,0,34.7,88
ALC006602,RUN001,VEH001651,YARD_HOU_01,first_available,B,B06-011,74.0,75,32.1,45.6,652,0,0,0,23.7,100
ALC006603,RUN001,VEH001651,YARD_HOU_01,priority_based,NR,NR04-008,74.0,59,34.7,56.7,1193,2,0,0,25.7,90
ALC006604,RUN001,VEH001651,YARD_HOU_01,optimized,A,A12-007,74.0,79,39.9,56.8,733,6,0,0,29.5,93
ALC006605,RUN001,VEH001652,YARD_OKC_01,random,NR,NR15-020,86.6,61,41.6,67.4,489,4,1,0,36.0,82
ALC006606,RUN001,VEH001652,YARD_OKC_01,first_available,B,B03-016,86.6,67,25.8,39.9,743,2,1,0,22.3,100
ALC006607,RUN001,VEH001652,YARD_OKC_01,priority_based,A,A02-012,86.6,66,13.8,29.0,442,0,1,1,11.9,100
ALC006608,RUN001,VEH001652,YARD_OKC_01,optimized,FA,FA18-017,86.6,92,17.0,20.6,303,2,1,0,14.7,100
ALC006609,RUN001,VEH001653,YARD_HOU_01,random,B,B09-006,92.9,76,60.4,64.1,611,5,1,0,56.1,71
ALC006610,RUN001,VEH001653,YARD_HOU_01,first_available,A,A11-004,92.9,77,44.6,58.9,388,4,1,0,41.4,85
ALC006611,RUN001,VEH001653,YARD_HOU_01,priority_based,A,A12-007,92.9,79,31.2,55.1,738,2,1,0,29.0,100
ALC006612,RUN001,VEH001653,YARD_HOU_01,optimized,FA,FA01-001,92.9,91,28.5,38.6,279,3,1,0,26.5,100
ALC006613,RUN001,VEH001654,YARD_OKC_01,random,B,B18-005,96.6,61,23.1,40.3,660,0,1,0,22.3,100
ALC006614,RUN001,VEH001654,YARD_OKC_01,first_available,LTH,LTH07-025,96.6,27,36.2,53.0,1373,2,1,0,35.0,78
ALC006615,RUN001,VEH001654,YARD_OKC_01,priority_based,B,B07-014,96.6,57,16.9,23.8,404,1,1,0,16.4,100
ALC006616,RUN001,VEH001654,YARD_OKC_01,optimized,B,B17-016,96.6,83,20.2,33.7,624,4,1,0,19.5,100
ALC006617,RUN001,VEH001655,YARD_DAL_01,random,NR,NR08-006,76.3,49,63.7,86.8,1177,4,1,0,48.6,61
ALC006618,RUN001,VEH001655,YARD_DAL_01,first_available,A,A13-024,76.3,71,45.1,70.7,648,4,1,0,34.4,82
ALC006619,RUN001,VEH001655,YARD_DAL_01,priority_based,A,A07-020,76.3,71,20.7,27.3,555,0,1,0,15.8,100
ALC006620,RUN001,VEH001655,YARD_DAL_01,optimized,A,A04-004,76.3,58,32.6,51.3,830,2,1,0,24.9,99
ALC006621,RUN001,VEH001656,YARD_DAL_01,random,OF,OF08-018,67.0,35,57.3,76.3,1408,5,0,0,38.4,59
ALC006622,RUN001,VEH001656,YARD_DAL_01,first_available,LTH,LTH07-025,67.0,29,34.2,39.9,1385,1,0,0,22.9,82
ALC006623,RUN001,VEH001656,YARD_DAL_01,priority_based,LTH,LTH07-018,67.0,39,22.4,40.0,1096,0,0,0,15.0,96
ALC006624,RUN001,VEH001656,YARD_DAL_01,optimized,A,A14-020,67.0,80,16.3,33.1,906,1,0,0,10.9,100
ALC006625,RUN001,VEH001657,YARD_HOU_01,random,B,B04-005,65.1,64,58.0,71.1,784,4,0,0,37.8,70
ALC006626,RUN001,VEH001657,YARD_HOU_01,first_available,B,B18-012,65.1,58,52.2,72.6,597,5,0,0,34.0,71
ALC006627,RUN001,VEH001657,YARD_HOU_01,priority_based,NR,NR10-019,65.1,59,34.8,53.6,606,4,0,0,22.7,86
ALC006628,RUN001,VEH001657,YARD_HOU_01,optimized,A,A01-009,65.1,63,34.3,53.5,922,3,0,0,22.3,98
ALC006629,RUN001,VEH001658,YARD_DAL_01,random,NR,NR04-022,83.1,42,45.3,62.6,872,2,1,0,37.6,76
ALC006630,RUN001,VEH001658,YARD_DAL_01,first_available,OF,OF07-022,83.1,32,52.9,80.1,1915,3,1,0,44.0,65
ALC006631,RUN001,VEH001658,YARD_DAL_01,priority_based,FA,FA11-003,83.1,84,17.3,21.3,137,0,1,0,14.4,100
ALC006632,RUN001,VEH001658,YARD_DAL_01,optimized,B,B04-012,83.1,57,22.7,26.3,495,2,1,0,18.8,100
ALC006633,RUN001,VEH001659,YARD_AUS_01,random,A,A12-007,73.5,57,51.4,65.8,754,3,0,0,37.8,75
ALC006634,RUN001,VEH001659,YARD_AUS_01,first_available,NR,NR01-020,73.5,63,46.8,72.6,588,5,0,0,34.4,76
ALC006635,RUN001,VEH001659,YARD_AUS_01,priority_based,NR,NR13-014,73.5,69,29.0,49.6,704,0,0,0,21.3,100
ALC006636,RUN001,VEH001659,YARD_AUS_01,optimized,A,A09-005,73.5,58,22.9,26.4,523,2,0,0,16.8,100
ALC006637,RUN001,VEH001660,YARD_OKC_01,random,A,A16-012,86.4,67,38.8,55.1,584,2,1,0,33.5,90
ALC006638,RUN001,VEH001660,YARD_OKC_01,first_available,B,B04-019,86.4,62,26.9,50.2,534,2,1,0,23.2,97
ALC006639,RUN001,VEH001660,YARD_OKC_01,priority_based,B,B06-018,86.4,60,29.5,50.8,698,4,1,0,25.5,90
ALC006640,RUN001,VEH001660,YARD_OKC_01,optimized,FA,FA02-025,86.4,87,15.2,31.0,250,1,1,0,13.2,100
ALC006641,RUN001,VEH001661,YARD_OKC_01,random,LTH,LTH01-014,74.8,33,40.7,52.7,1286,1,0,0,30.4,79
ALC006642,RUN001,VEH001661,YARD_OKC_01,first_available,OF,OF14-001,74.8,40,60.9,80.0,1026,9,0,0,45.5,50
ALC006643,RUN001,VEH001661,YARD_OKC_01,priority_based,OF,OF09-014,74.8,33,44.2,77.2,1878,4,0,0,33.1,70
ALC006644,RUN001,VEH001661,YARD_OKC_01,optimized,A,A01-023,74.8,58,26.8,61.7,545,3,0,0,20.0,100
ALC006645,RUN001,VEH001662,YARD_OKC_01,random,NR,NR05-018,97.9,63,59.6,78.8,1199,6,1,0,58.4,65
ALC006646,RUN001,VEH001662,YARD_OKC_01,first_available,B,B17-009,97.9,56,29.0,48.5,228,3,1,0,28.4,91
ALC006647,RUN001,VEH001662,YARD_OKC_01,priority_based,B,B02-020,97.9,55,41.8,64.0,599,8,1,0,40.9,71
ALC006648,RUN001,VEH001662,YARD_OKC_01,optimized,B,B09-013,97.9,85,23.4,42.4,649,3,1,0,22.9,100
ALC006649,RUN001,VEH001663,YARD_DAL_01,random,HV,HV07-002,64.8,38,43.4,59.0,1168,2,0,0,28.1,76
ALC006650,RUN001,VEH001663,YARD_DAL_01,first_available,HV,HV18-021,64.8,49,41.2,67.1,690,5,0,0,26.7,76
ALC006651,RUN001,VEH001663,YARD_DAL_01,priority_based,HV,HV04-014,64.8,54,23.1,41.2,528,1,0,0,15.0,99
ALC006652,RUN001,VEH001663,YARD_DAL_01,optimized,FA,FA08-015,64.8,88,21.5,22.9,220,2,0,0,13.9,100
ALC006653,RUN001,VEH001664,YARD_AUS_01,random,B,B20-025,81.9,67,35.6,43.1,418,5,1,0,29.2,86
ALC006654,RUN001,VEH001664,YARD_AUS_01,first_available,OF,OF19-023,81.9,29,59.6,74.6,1837,7,1,0,48.8,51
ALC006655,RUN001,VEH001664,YARD_AUS_01,priority_based,FA,FA10-021,81.9,84,12.1,19.1,210,0,1,1,9.9,100
ALC006656,RUN001,VEH001664,YARD_AUS_01,optimized,A,A09-005,81.9,58,13.1,26.7,357,2,1,1,10.7,100
ALC006657,RUN001,VEH001665,YARD_HOU_01,random,HV,HV03-011,69.9,62,33.4,45.7,1140,0,0,0,23.3,96
ALC006658,RUN001,VEH001665,YARD_HOU_01,first_available,LTH,LTH16-003,69.9,51,38.4,56.2,1125,3,0,0,26.8,83
ALC006659,RUN001,VEH001665,YARD_HOU_01,priority_based,OF,OF14-015,69.9,32,36.5,60.2,1922,2,0,0,25.5,79
ALC006660,RUN001,VEH001665,YARD_HOU_01,optimized,A,A19-014,69.9,58,23.7,29.1,858,2,0,0,16.6,100
ALC006661,RUN001,VEH001666,YARD_AUS_01,random,HV,HV08-019,99.0,37,35.7,52.4,1096,2,1,0,35.4,82
ALC006662,RUN001,VEH001666,YARD_AUS_01,first_available,LTH,LTH05-005,99.0,42,22.6,49.2,1043,1,1,0,22.3,95
ALC006663,RUN001,VEH001666,YARD_AUS_01,priority_based,FA,FA15-022,99.0,98,14.3,19.3,254,1,1,1,14.2,100
ALC006664,RUN001,VEH001666,YARD_AUS_01,optimized,A,A14-013,99.0,70,10.4,20.3,343,1,1,1,10.3,100
ALC006665,RUN001,VEH001667,YARD_AUS_01,random,HV,HV10-011,76.8,63,52.4,79.9,1013,4,1,0,40.2,74
ALC006666,RUN001,VEH001667,YARD_AUS_01,first_available,B,B15-010,76.8,77,25.1,42.8,622,2,1,0,19.3,100
ALC006667,RUN001,VEH001667,YARD_AUS_01,priority_based,A,A12-007,76.8,57,17.2,38.7,716,0,1,0,13.2,100
ALC006668,RUN001,VEH001667,YARD_AUS_01,optimized,A,A14-020,76.8,69,22.1,36.2,414,3,1,0,17.0,100
ALC006669,RUN001,VEH001668,YARD_AUS_01,random,NR,NR13-014,53.7,69,43.9,69.1,828,0,0,0,23.6,91
ALC006670,RUN001,VEH001668,YARD_AUS_01,first_available,NR,NR09-023,53.7,52,41.5,60.3,1220,2,0,0,22.3,83
ALC006671,RUN001,VEH001668,YARD_AUS_01,priority_based,B,B03-002,53.7,64,32.3,54.5,694,1,0,0,17.3,96
ALC006672,RUN001,VEH001668,YARD_AUS_01,optimized,B,B06-025,53.7,61,27.3,28.1,516,1,0,0,14.7,100
ALC006673,RUN001,VEH001669,YARD_AUS_01,random,NR,NR02-016,84.4,69,54.4,64.7,1205,3,1,0,45.9,77
ALC006674,RUN001,VEH001669,YARD_AUS_01,first_available,NR,NR12-025,84.4,62,47.5,79.6,935,3,1,0,40.1,80
ALC006675,RUN001,VEH001669,YARD_AUS_01,priority_based,FA,FA09-011,84.4,99,23.2,37.3,136,0,1,0,19.6,100
ALC006676,RUN001,VEH001669,YARD_AUS_01,optimized,FA,FA07-012,84.4,96,24.5,45.5,85,2,1,0,20.7,100
ALC006677,RUN001,VEH001670,YARD_OKC_01,random,B,B08-003,76.3,67,46.3,51.9,720,2,1,0,35.3,84
ALC006678,RUN001,VEH001670,YARD_OKC_01,first_available,A,A17-008,76.3,68,40.1,64.9,903,1,1,0,30.6,91
ALC006679,RUN001,VEH001670,YARD_OKC_01,priority_based,FA,FA20-023,76.3,98,39.5,50.6,103,6,1,0,30.1,92
ALC006680,RUN001,VEH001670,YARD_OKC_01,optimized,FA,FA03-021,76.3,99,20.7,32.3,352,0,1,0,15.8,100
ALC006681,RUN001,VEH001671,YARD_DAL_01,random,B,B01-003,87.3,85,24.5,42.0,339,1,1,0,21.4,100
ALC006682,RUN001,VEH001671,YARD_DAL_01,first_available,NR,NR02-002,87.3,64,41.7,55.1,1239,2,1,0,36.4,87
ALC006683,RUN001,VEH001671,YARD_DAL_01,priority_based,FA,FA15-015,87.3,91,35.3,42.0,210,5,1,0,30.8,95
ALC006684,RUN001,VEH001671,YARD_DAL_01,optimized,A,A12-007,87.3,59,21.7,35.1,470,0,1,0,18.9,100
ALC006685,RUN001,VEH001672,YARD_OKC_01,random,A,A01-009,56.4,79,36.5,65.4,799,0,0,0,20.6,100
ALC006686,RUN001,VEH001672,YARD_OKC_01,first_available,A,A10-022,56.4,62,46.7,69.5,608,4,0,0,26.3,78
ALC006687,RUN001,VEH001672,YARD_OKC_01,priority_based,A,A15-002,56.4,69,45.4,66.5,562,4,0,0,25.6,82
ALC006688,RUN001,VEH001672,YARD_OKC_01,optimized,A,A13-017,56.4,57,24.5,66.6,692,0,0,0,13.8,100
ALC006689,RUN001,VEH001673,YARD_OKC_01,random,NR,NR03-005,74.5,59,35.8,57.0,708,0,0,0,26.7,93
ALC006690,RUN001,VEH001673,YARD_OKC_01,first_available,NR,NR14-003,74.5,53,41.9,71.5,699,4,0,0,31.2,79
ALC006691,RUN001,VEH001673,YARD_OKC_01,priority_based,A,A09-005,74.5,67,38.0,61.1,824,3,0,0,28.3,88
ALC006692,RUN001,VEH001673,YARD_OKC_01,optimized,FA,FA08-008,74.5,95,14.1,28.8,325,0,0,1,10.5,100
ALC006693,RUN001,VEH001674,YARD_DAL_01,random,B,B04-012,58.6,57,45.3,74.9,321,4,0,0,26.5,77
ALC006694,RUN001,VEH001674,YARD_DAL_01,first_available,A,A09-012,58.6,56,29.0,35.2,342,3,0,0,17.0,91
ALC006695,RUN001,VEH001674,YARD_DAL_01,priority_based,NR,NR05-025,58.6,43,38.7,68.0,634,5,0,0,22.7,76
ALC006696,RUN001,VEH001674,YARD_DAL_01,optimized,B,B05-015,58.6,58,21.5,40.5,448,0,0,0,12.6,100
ALC006697,RUN001,VEH001675,YARD_HOU_01,random,A,A13-024,78.5,58,30.1,41.2,559,0,1,0,23.6,97
ALC006698,RUN001,VEH001675,YARD_HOU_01,first_available,NR,NR20-014,78.5,38,36.4,62.6,538,4,1,0,28.6,77
ALC006699,RUN001,VEH001675,YARD_HOU_01,priority_based,A,A06-010,78.5,66,36.9,59.4,795,6,1,0,29.0,83
ALC006700,RUN001,VEH001675,YARD_HOU_01,optimized,B,B12-015,78.5,72,24.5,48.9,724,4,1,0,19.3,100
ALC006701,RUN001,VEH001676,YARD_OKC_01,random,OF,OF14-015,81.6,33,55.3,86.2,1458,3,1,0,45.1,64
ALC006702,RUN001,VEH001676,YARD_OKC_01,first_available,OF,OF14-008,81.6,26,39.2,69.8,1062,4,1,0,31.9,71
ALC006703,RUN001,VEH001676,YARD_OKC_01,priority_based,FA,FA15-022,81.6,88,23.7,43.6,294,4,1,0,19.4,100
ALC006704,RUN001,VEH001676,YARD_OKC_01,optimized,FA,FA19-006,81.6,99,18.8,18.4,343,2,1,0,15.3,100
ALC006705,RUN001,VEH001677,YARD_OKC_01,random,A,A04-004,71.1,66,57.3,79.5,888,6,0,0,40.8,68
ALC006706,RUN001,VEH001677,YARD_OKC_01,first_available,OF,OF14-015,71.1,33,59.4,88.5,1404,7,0,0,42.2,53
ALC006707,RUN001,VEH001677,YARD_OKC_01,priority_based,LTH,LTH14-011,71.1,34,29.6,49.4,1319,2,0,0,21.1,85
ALC006708,RUN001,VEH001677,YARD_OKC_01,optimized,B,B08-010,71.1,65,26.7,34.9,682,4,0,0,19.0,100
ALC006709,RUN001,VEH001678,YARD_DAL_01,random,B,B11-019,66.0,79,29.8,41.1,307,0,0,0,19.7,100
ALC006710,RUN001,VEH001678,YARD_DAL_01,first_available,NR,NR07-003,66.0,55,54.7,88.7,620,6,0,0,36.1,66
ALC006711,RUN001,VEH001678,YARD_DAL_01,priority_based,NR,NR02-009,66.0,41,35.4,60.3,708,3,0,0,23.4,81
ALC006712,RUN001,VEH001678,YARD_DAL_01,optimized,A,A01-002,66.0,77,21.1,30.7,534,2,0,0,13.9,100
ALC006713,RUN001,VEH001679,YARD_DAL_01,random,NR,NR17-005,81.9,53,33.7,53.3,851,0,1,0,27.6,93
ALC006714,RUN001,VEH001679,YARD_DAL_01,first_available,NR,NR03-012,81.9,58,40.8,56.6,491,5,1,0,33.4,79
ALC006715,RUN001,VEH001679,YARD_DAL_01,priority_based,FA,FA16-025,81.9,82,15.0,39.5,108,0,1,1,12.3,100
ALC006716,RUN001,VEH001679,YARD_DAL_01,optimized,B,B08-010,81.9,65,25.2,35.9,760,3,1,0,20.7,100
ALC006717,RUN001,VEH001680,YARD_AUS_01,random,B,B10-023,67.8,68,39.9,53.0,467,0,0,0,27.1,93
ALC006718,RUN001,VEH001680,YARD_AUS_01,first_available,A,A19-021,67.8,79,46.1,62.9,727,4,0,0,31.3,85
ALC006719,RUN001,VEH001680,YARD_AUS_01,priority_based,A,A01-016,67.8,68,34.4,50.4,408,2,0,0,23.4,93
ALC006720,RUN001,VEH001680,YARD_AUS_01,optimized,FA,FA12-006,67.8,85,23.6,36.0,204,3,0,0,16.0,100
ALC006721,RUN001,VEH001681,YARD_DAL_01,random,HV,HV04-021,87.0,50,49.9,63.0,1262,4,1,0,43.4,72
ALC006722,RUN001,VEH001681,YARD_DAL_01,first_available,A,A01-002,87.0,77,18.7,29.7,536,0,1,0,16.3,100
ALC006723,RUN001,VEH001681,YARD_DAL_01,priority_based,A,A07-006,87.0,74,22.5,39.5,816,0,1,0,19.6,100
ALC006724,RUN001,VEH001681,YARD_DAL_01,optimized,B,B02-020,87.0,67,30.9,55.0,470,6,1,0,26.9,96
ALC006725,RUN001,VEH001682,YARD_OKC_01,random,FA,FA15-008,85.5,93,20.8,39.4,350,0,1,0,17.8,100
ALC006726,RUN001,VEH001682,YARD_OKC_01,first_available,LTH,LTH04-023,85.5,40,30.9,48.5,964,1,1,0,26.4,88
ALC006727,RUN001,VEH001682,YARD_OKC_01,priority_based,B,B03-016,85.5,67,24.6,42.5,658,3,1,0,21.0,98
ALC006728,RUN001,VEH001682,YARD_OKC_01,optimized,FA,FA04-003,85.5,83,13.4,34.8,170,3,1,1,11.4,100
ALC006729,RUN001,VEH001683,YARD_OKC_01,random,LTH,LTH09-010,84.2,55,55.0,67.7,1678,3,1,0,46.3,72
ALC006730,RUN001,VEH001683,YARD_OKC_01,first_available,B,B16-020,84.2,75,28.7,51.9,757,1,1,0,24.2,100
ALC006731,RUN001,VEH001683,YARD_OKC_01,priority_based,A,A10-015,84.2,72,23.1,47.4,657,2,1,0,19.4,100
ALC006732,RUN001,VEH001683,YARD_OKC_01,optimized,FA,FA09-011,84.2,85,17.3,27.0,242,0,1,0,14.6,100
ALC006733,RUN001,VEH001684,YARD_OKC_01,random,B,B15-017,75.1,62,32.4,54.5,650,0,1,0,24.3,97
