vehicle_id,claim_id,partner_id,yard_id,arrival_date,sale_date,pickup_date,vehicle_status,make,model,model_year,vehicle_age,vehicle_type,damage_type,damage_severity,drivability_status,title_status,estimated_salvage_value,estimated_sale_probability,expected_days_to_sale,actual_days_to_sale,pickup_required_flag,customer_pickup_flag,carrier_pickup_flag,partner_priority_score,operational_complexity_score,priority_score,created_at,updated_at
VEH000378,CLM000378,P037,YARD_AUS_01,2025-07-22,2025-09-05,,sold_pending_pickup,Nissan,Sentra,2024,2,sedan,front_end,severe,runs_and_drives,pending_title,500,0.78,39,45,1,1,0,76,40,66.9,2025-07-22 17:20:00,2025-08-09 20:20:00
VEH000379,CLM000379,P038,YARD_AUS_01,2025-04-07,,,title_pending,Kia,Sportage,2008,18,SUV,front_end,total_loss,runs_and_drives,clean,500,0.42,51,,1,0,1,78,59,64.2,2025-04-07 10:23:00,2025-04-13 10:23:00
VEH000380,CLM000380,P012,YARD_OKC_01,2025-02-19,2025-04-02,2025-04-04,picked_up,Ram,3500,2010,16,heavy_vehicle,front_end,severe,runs_and_drives,clean,1781,0.55,41,42,1,1,0,98,46,80.3,2025-02-19 09:44:00,2025-03-26 15:44:00
VEH000381,CLM000381,P040,YARD_DAL_01,2025-07-24,2025-08-19,2025-08-26,picked_up,BMW,5 Series,2022,4,sedan,front_end,minor,runs_and_drives,salvage,14815,0.95,16,26,1,0,1,100,12,92.7,2025-07-24 17:04:00,2025-08-15 23:04:00
VEH000382,CLM000382,P035,YARD_OKC_01,2025-01-09,2025-02-10,2025-02-16,picked_up,Toyota,Corolla,2017,9,sedan,mechanical,severe,runs_and_drives,missing_title,500,0.69,34,32,1,1,0,100,45,82.5,2025-01-09 09:11:00,2025-02-23 13:11:00
VEH000383,CLM000383,P037,YARD_DAL_01,2025-05-31,2025-07-15,,sold_pending_pickup,Nissan,Sentra,2009,17,sedan,rear_end,minor,runs_and_drives,clean,500,0.62,39,45,1,0,1,87,13,78.2,2025-05-31 11:01:00,2025-06-09 12:01:00
VEH000384,CLM000384,P036,YARD_AUS_01,2025-06-07,2025-07-30,2025-08-04,picked_up,Toyota,Camry,2014,12,sedan,rear_end,total_loss,runs_and_drives,salvage,4791,0.64,46,53,1,0,1,100,37,85.2,2025-06-07 09:54:00,2025-07-14 09:54:00
VEH000385,CLM000385,P007,YARD_HOU_01,2025-02-02,2025-03-10,2025-03-11,picked_up,Nissan,Sentra,2020,6,sedan,side,total_loss,forklift_required,clean,500,0.46,49,36,1,0,1,100,94,66.5,2025-02-02 12:19:00,2025-03-12 19:19:00
VEH000386,CLM000386,P015,YARD_HOU_01,2025-06-19,,,listed,BMW,5 Series,2005,21,sedan,mechanical,moderate,runs_and_drives,salvage,1166,0.45,53,,1,0,1,100,39,79.0,2025-06-19 17:40:00,2025-07-15 17:40:00
VEH000387,CLM000387,P014,YARD_HOU_01,2025-01-16,2025-02-28,,sold_pending_pickup,Kia,Sportage,2015,11,SUV,mechanical,moderate,runs_and_drives,salvage,500,0.51,31,43,1,0,1,100,25,74.1,2025-01-16 15:26:00,2025-02-01 20:26:00
VEH000388,CLM000388,P036,YARD_AUS_01,2025-06-29,,,listed,Honda,CR-V,2018,8,SUV,mechanical,total_loss,forklift_required,salvage,1535,0.38,43,,0,0,0,89,92,68.9,2025-06-29 15:08:00,2025-07-21 17:08:00
VEH000389,CLM000389,P005,YARD_HOU_01,2025-05-21,2025-06-18,2025-06-25,picked_up,Kia,Sportage,2022,4,SUV,front_end,minor,non_running,clean,25660,0.98,22,28,1,0,1,100,41,92.7,2025-05-21 12:20:00,2025-06-27 11:20:00
VEH000390,CLM000390,P015,YARD_DAL_01,2025-02-27,2025-03-31,,listed,Kia,Optima,2013,13,sedan,hail,moderate,runs_and_drives,salvage,3769,0.56,28,32,0,0,0,100,27,81.2,2025-02-27 17:05:00,2025-03-12 23:05:00
VEH000391,CLM000391,P003,YARD_HOU_01,2025-05-04,,,awaiting_sale,Toyota,Tacoma,2010,16,pickup,side,moderate,non_running,clean,500,0.35,48,,1,1,0,88,62,73.0,2025-05-04 17:57:00,2025-06-10 19:57:00
VEH000392,CLM000392,P005,YARD_DAL_01,2025-02-12,,,listed,BMW,X5,2010,16,SUV,hail,moderate,forklift_required,salvage,4265,0.29,47,,1,1,0,100,76,86.4,2025-02-12 15:53:00,2025-02-25 15:53:00
VEH000393,CLM000393,P019,YARD_AUS_01,2025-05-26,,,listed,Toyota,Corolla,2016,10,sedan,mechanical,moderate,forklift_required,clean,2205,0.62,39,,1,0,1,84,77,62.5,2025-05-26 16:05:00,2025-07-01 18:05:00
VEH000394,CLM000394,P008,YARD_HOU_01,2025-05-30,,,awaiting_sale,Ford,F-150,2007,19,pickup,theft_recovery,minor,runs_and_drives,rebuilt,2421,0.43,41,,1,1,0,100,30,79.2,2025-05-30 09:48:00,2025-06-13 15:48:00
VEH000395,CLM000395,P038,YARD_OKC_01,2025-04-22,2025-05-16,2025-05-17,picked_up,Ram,2500,2025,1,pickup,rear_end,severe,runs_and_drives,missing_title,500,0.84,18,24,1,1,0,81,24,72.3,2025-04-22 16:38:00,2025-05-30 16:38:00
VEH000396,CLM000396,P031,YARD_DAL_01,2025-06-08,2025-09-04,,sold_pending_pickup,BMW,5 Series,2005,21,sedan,front_end,moderate,forklift_required,missing_title,12660,0.36,84,88,1,0,1,100,83,87.0,2025-06-08 09:15:00,2025-07-11 13:15:00
VEH000397,CLM000397,P014,YARD_AUS_01,2025-05-20,2025-06-26,2025-07-04,picked_up,Honda,Civic,2010,16,sedan,rear_end,minor,runs_and_drives,salvage,500,0.57,37,37,1,0,1,100,26,73.9,2025-05-20 15:03:00,2025-05-29 15:03:00
VEH000398,CLM000398,P025,YARD_AUS_01,2025-05-17,,,title_pending,Toyota,Corolla,2013,13,sedan,theft_recovery,severe,runs_and_drives,pending_title,500,0.55,40,,1,1,0,64,34,56.4,2025-05-17 16:54:00,2025-05-22 18:54:00
VEH000399,CLM000399,P040,YARD_OKC_01,2025-01-29,,,awaiting_sale,Nissan,Frontier,2016,10,pickup,rear_end,moderate,non_running,salvage,16622,0.66,31,,0,0,0,100,64,83.4,2025-01-29 15:07:00,2025-03-12 16:07:00
VEH000400,CLM000400,P005,YARD_AUS_01,2025-03-06,2025-03-27,,sold_pending_pickup,Toyota,Camry,2026,0,sedan,rear_end,total_loss,runs_and_drives,clean,15562,0.87,16,21,1,0,1,100,45,92.0,2025-03-06 14:21:00,2025-03-26 14:21:00
VEH000401,CLM000401,P001,YARD_AUS_01,2025-05-10,2025-07-30,2025-08-07,picked_up,BMW,X5,2006,20,SUV,theft_recovery,moderate,non_running,rebuilt,8124,0.34,60,81,1,0,1,100,60,79.1,2025-05-10 12:03:00,2025-06-22 17:03:00
VEH000402,CLM000402,P008,YARD_AUS_01,2025-01-03,,,title_pending,BMW,5 Series,2009,17,sedan,side,severe,non_running,salvage,500,0.43,67,,1,1,0,100,86,69.1,2025-01-03 16:01:00,2025-01-21 16:01:00
VEH000403,CLM000403,P035,YARD_DAL_01,2025-05-19,2025-07-18,,title_pending,Kia,Sportage,2009,17,SUV,rear_end,severe,non_running,rebuilt,8119,0.47,62,60,0,0,0,89,71,71.4,2025-05-19 09:43:00,2025-06-20 10:43:00
VEH000404,CLM000404,P023,YARD_DAL_01,2025-02-09,,,title_pending,Ram,ProMaster,2009,17,van,front_end,severe,runs_and_drives,pending_title,500,0.52,46,,1,0,1,100,35,84.3,2025-02-09 13:00:00,2025-03-04 16:00:00
VEH000405,CLM000405,P003,YARD_AUS_01,2025-07-18,2025-08-14,,sold_pending_pickup,Ford,F-150,2021,5,pickup,rear_end,moderate,runs_and_drives,salvage,14241,0.85,26,27,1,0,1,76,32,71.5,2025-07-18 14:12:00,2025-07-27 13:12:00
VEH000406,CLM000406,P032,YARD_OKC_01,2025-01-05,,,listed,BMW,3 Series,2024,2,sedan,mechanical,severe,forklift_required,salvage,7362,0.74,53,,1,1,0,100,78,77.3,2025-01-05 10:01:00,2025-01-27 12:01:00
VEH000407,CLM000407,P013,YARD_AUS_01,2025-06-22,2025-07-29,2025-08-04,picked_up,Honda,Civic,2024,2,sedan,rear_end,moderate,runs_and_drives,salvage,10891,0.76,26,37,1,0,1,100,33,86.4,2025-06-22 17:59:00,2025-07-28 16:59:00
VEH000408,CLM000408,P028,YARD_HOU_01,2025-06-02,2025-06-21,,title_pending,Ram,1500,2025,1,pickup,front_end,moderate,non_running,rebuilt,22998,0.94,41,19,0,0,0,100,60,87.5,2025-06-02 09:20:00,2025-07-10 12:20:00
VEH000409,CLM000409,P028,YARD_DAL_01,2025-07-25,2025-08-12,2025-08-18,picked_up,BMW,5 Series,2022,4,sedan,theft_recovery,minor,runs_and_drives,pending_title,11198,0.89,25,18,1,0,1,100,14,95.8,2025-07-25 17:27:00,2025-08-10 19:27:00
VEH000410,CLM000410,P019,YARD_AUS_01,2025-02-05,,,awaiting_sale,Nissan,Frontier,2005,21,pickup,front_end,moderate,non_running,clean,500,0.25,52,,1,1,0,100,64,74.1,2025-02-05 14:14:00,2025-03-17 15:14:00
VEH000411,CLM000411,P028,YARD_OKC_01,2025-02-06,2025-03-12,2025-03-15,picked_up,BMW,X3,2013,13,SUV,side,severe,forklift_required,clean,9558,0.46,50,34,1,0,1,100,93,81.6,2025-02-06 13:11:00,2025-02-28 17:11:00
VEH000412,CLM000412,P011,YARD_OKC_01,2025-03-13,2025-04-20,,sold_pending_pickup,Ford,Explorer,2021,5,SUV,rear_end,moderate,forklift_required,salvage,10071,0.69,40,38,1,0,1,92,78,74.7,2025-03-13 11:23:00,2025-03-23 15:23:00
VEH000413,CLM000413,P028,YARD_AUS_01,2025-04-22,,,listed,Nissan,Sentra,2011,15,sedan,mechanical,moderate,non_running,missing_title,6446,0.57,44,,1,0,1,100,55,88.4,2025-04-22 15:11:00,2025-04-29 21:11:00
VEH000414,CLM000414,P013,YARD_HOU_01,2025-06-04,,,listed,Honda,Accord,2004,22,sedan,rear_end,moderate,non_running,rebuilt,649,0.34,68,,1,1,0,100,69,79.9,2025-06-04 12:30:00,2025-06-27 11:30:00
VEH000415,CLM000415,P040,YARD_DAL_01,2025-03-03,2025-04-13,2025-04-14,picked_up,Chevrolet,Malibu,2020,6,sedan,front_end,moderate,forklift_required,salvage,4157,0.56,40,41,1,1,0,100,81,80.3,2025-03-03 12:13:00,2025-03-15 16:13:00
VEH000416,CLM000416,P015,YARD_OKC_01,2025-05-29,2025-07-17,2025-07-21,picked_up,Honda,Accord,2014,12,sedan,side,severe,runs_and_drives,salvage,4417,0.57,36,49,1,0,1,100,50,77.1,2025-05-29 11:14:00,2025-06-13 11:14:00
VEH000417,CLM000417,P040,YARD_OKC_01,2025-02-20,2025-04-04,,title_pending,Ram,1500,2013,13,pickup,rear_end,moderate,non_running,missing_title,2509,0.51,54,43,0,0,0,100,47,86.4,2025-02-20 10:58:00,2025-03-14 09:58:00
VEH000418,CLM000418,P014,YARD_OKC_01,2025-06-09,2025-07-11,2025-07-19,picked_up,Kia,Sorento,2008,18,SUV,front_end,moderate,non_running,missing_title,500,0.31,46,32,1,1,0,99,65,66.3,2025-06-09 09:09:00,2025-07-23 15:09:00
VEH000419,CLM000419,P002,YARD_OKC_01,2025-07-04,2025-08-03,2025-08-06,picked_up,Kia,Optima,2014,12,sedan,rear_end,minor,non_running,clean,13042,0.58,48,30,1,1,0,100,50,82.7,2025-07-04 13:41:00,2025-07-17 12:41:00
VEH000420,CLM000420,P003,YARD_HOU_01,2025-06-18,2025-08-22,2025-08-30,picked_up,Ram,3500,2011,15,heavy_vehicle,hail,moderate,forklift_required,clean,1643,0.50,57,65,1,1,0,89,90,68.6,2025-06-18 17:54:00,2025-07-23 20:54:00
VEH000421,CLM000421,P004,YARD_HOU_01,2025-07-28,2025-09-14,2025-09-18,picked_up,Ram,ProMaster,2014,12,van,hail,severe,runs_and_drives,clean,500,0.56,51,48,1,1,0,100,35,87.5,2025-07-28 15:51:00,2025-08-21 15:51:00
VEH000422,CLM000422,P035,YARD_OKC_01,2025-05-01,,,listed,Honda,CR-V,2014,12,SUV,theft_recovery,moderate,forklift_required,salvage,4600,0.49,54,,1,0,1,96,71,75.5,2025-05-01 15:16:00,2025-05-19 18:16:00
VEH000423,CLM000423,P028,YARD_DAL_01,2025-02-06,2025-03-29,2025-04-05,picked_up,Toyota,RAV4,2017,9,SUV,flood,moderate,forklift_required,salvage,10213,0.60,59,51,1,1,0,100,76,84.6,2025-02-06 09:55:00,2025-02-18 11:55:00
VEH000424,CLM000424,P029,YARD_DAL_01,2025-02-07,,,title_pending,Ram,2500,2012,14,pickup,flood,moderate,runs_and_drives,clean,9156,0.62,39,,1,1,0,100,37,84.1,2025-02-07 12:18:00,2025-03-24 11:18:00
VEH000425,CLM000425,P013,YARD_AUS_01,2025-04-26,,,title_pending,Ram,ProMaster,2008,18,van,side,severe,runs_and_drives,salvage,5272,0.50,42,,0,0,0,100,32,86.6,2025-04-26 17:43:00,2025-05-12 19:43:00
VEH000426,CLM000426,P019,YARD_HOU_01,2025-07-20,2025-09-28,,title_pending,Toyota,RAV4,2014,12,SUV,front_end,total_loss,non_running,rebuilt,500,0.49,50,70,0,0,0,91,68,68.2,2025-07-20 17:27:00,2025-07-22 16:27:00
VEH000427,CLM000427,P037,YARD_AUS_01,2025-07-22,,,listed,BMW,5 Series,2016,10,sedan,mechanical,severe,forklift_required,clean,5986,0.48,50,,1,0,1,87,100,62.5,2025-07-22 17:10:00,2025-09-01 17:10:00
VEH000428,CLM000428,P028,YARD_OKC_01,2025-05-26,2025-06-13,,sold_pending_pickup,Toyota,RAV4,2024,2,SUV,flood,moderate,runs_and_drives,salvage,15751,0.93,12,18,1,1,0,100,22,94.3,2025-05-26 09:07:00,2025-06-01 11:07:00
VEH000429,CLM000429,P014,YARD_DAL_01,2025-05-15,,,awaiting_sale,Ford,F-150,2014,12,pickup,rear_end,minor,runs_and_drives,pending_title,500,0.61,29,,1,0,1,87,17,68.0,2025-05-15 17:36:00,2025-05-20 16:36:00
VEH000430,CLM000430,P013,YARD_AUS_01,2025-02-25,2025-04-08,,sold_pending_pickup,Chevrolet,Silverado,2015,11,pickup,side,total_loss,runs_and_drives,rebuilt,5180,0.69,44,42,1,0,1,100,47,83.9,2025-02-25 16:19:00,2025-03-23 23:19:00
VEH000431,CLM000431,P039,YARD_OKC_01,2025-01-27,,,listed,BMW,X5,2007,19,SUV,side,severe,non_running,clean,500,0.32,40,,1,0,1,98,72,69.8,2025-01-27 15:57:00,2025-03-13 15:57:00
VEH000432,CLM000432,P015,YARD_DAL_01,2025-05-14,2025-06-17,2025-06-18,picked_up,Nissan,Frontier,2017,9,pickup,theft_recovery,moderate,runs_and_drives,clean,2531,0.60,23,34,1,1,0,100,34,79.9,2025-05-14 12:42:00,2025-05-16 16:42:00
VEH000433,CLM000433,P040,YARD_HOU_01,2025-03-05,2025-04-13,,sold_pending_pickup,Nissan,Sentra,2012,14,sedan,rear_end,moderate,non_running,salvage,6381,0.50,50,39,1,1,0,100,57,84.6,2025-03-05 17:10:00,2025-03-28 00:10:00
VEH000434,CLM000434,P003,YARD_AUS_01,2025-04-29,,,listed,BMW,X5,2017,9,SUV,hail,moderate,runs_and_drives,missing_title,11121,0.73,30,,1,1,0,89,38,77.9,2025-04-29 11:30:00,2025-05-16 15:30:00
VEH000435,CLM000435,P003,YARD_AUS_01,2025-01-02,,,title_pending,Toyota,Corolla,2014,12,sedan,front_end,moderate,forklift_required,salvage,7000,0.50,59,,1,1,0,89,84,69.7,2025-01-02 17:58:00,2025-02-12 23:58:00
VEH000436,CLM000436,P031,YARD_HOU_01,2025-06-17,2025-08-16,2025-08-17,picked_up,Honda,Pilot,2019,7,SUV,side,total_loss,forklift_required,clean,3234,0.52,50,60,1,0,1,100,75,88.4,2025-06-17 17:58:00,2025-06-23 18:58:00
VEH000437,CLM000437,P003,YARD_HOU_01,2025-05-01,,,title_pending,BMW,5 Series,2010,16,sedan,rear_end,moderate,runs_and_drives,rebuilt,5029,0.58,33,,0,0,0,93,43,79.4,2025-05-01 10:48:00,2025-05-29 10:48:00
VEH000438,CLM000438,P028,YARD_OKC_01,2025-03-02,,,listed,Ford,Mustang,2015,11,sedan,mechanical,moderate,forklift_required,salvage,14021,0.61,38,,1,0,1,100,72,85.3,2025-03-02 12:18:00,2025-03-13 15:18:00
VEH000439,CLM000439,P039,YARD_OKC_01,2025-01-06,2025-01-29,2025-01-31,picked_up,Nissan,Sentra,2018,8,sedan,flood,total_loss,runs_and_drives,missing_title,500,0.66,28,23,1,0,1,80,31,66.8,2025-01-06 14:44:00,2025-01-28 13:44:00
VEH000440,CLM000440,P029,YARD_DAL_01,2025-04-30,2025-05-17,,sold_pending_pickup,Toyota,Camry,2016,10,sedan,mechanical,total_loss,runs_and_drives,clean,3147,0.66,31,17,1,0,1,100,36,84.2,2025-04-30 14:38:00,2025-05-19 21:38:00
VEH000441,CLM000441,P022,YARD_HOU_01,2025-04-16,2025-06-12,2025-06-20,picked_up,Nissan,Frontier,2006,20,pickup,hail,minor,non_running,salvage,2853,0.47,49,57,1,1,0,100,59,82.5,2025-04-16 15:54:00,2025-05-29 20:54:00
VEH000442,CLM000442,P015,YARD_HOU_01,2025-06-26,,,awaiting_sale,Honda,CR-V,2016,10,SUV,hail,moderate,forklift_required,pending_title,500,0.52,57,,1,1,0,100,65,74.4,2025-06-26 11:01:00,2025-07-21 10:01:00
VEH000443,CLM000443,P014,YARD_DAL_01,2025-03-23,,,listed,Nissan,Rogue,2010,16,SUV,mechanical,moderate,runs_and_drives,pending_title,500,0.55,36,,1,1,0,100,30,73.2,2025-03-23 15:54:00,2025-04-05 14:54:00
VEH000444,CLM000444,P003,YARD_DAL_01,2025-05-17,2025-06-20,,awaiting_sale,Toyota,Camry,2022,4,sedan,front_end,severe,non_running,clean,500,0.72,41,34,0,0,0,85,43,74.7,2025-05-17 09:11:00,2025-07-01 12:11:00
VEH000445,CLM000445,P003,YARD_HOU_01,2025-05-12,,,listed,Toyota,Corolla,2005,21,sedan,theft_recovery,severe,non_running,salvage,500,0.17,61,,1,0,1,96,83,73.9,2025-05-12 10:08:00,2025-06-18 13:08:00
VEH000446,CLM000446,P031,YARD_AUS_01,2025-07-09,,,title_pending,Ram,1500,2015,11,pickup,theft_recovery,moderate,heavy_equipment_required,pending_title,18664,0.70,51,,1,1,0,100,100,83.9,2025-07-09 12:00:00,2025-08-18 19:00:00
VEH000447,CLM000447,P013,YARD_HOU_01,2025-05-05,,,listed,Ford,F-150,2013,13,pickup,front_end,moderate,runs_and_drives,pending_title,500,0.57,27,,1,0,1,100,29,87.1,2025-05-05 15:30:00,2025-05-14 22:30:00
VEH000448,CLM000448,P023,YARD_HOU_01,2025-04-13,2025-05-11,,sold_pending_pickup,Kia,Optima,2017,9,sedan,hail,total_loss,non_running,clean,6107,0.52,37,28,1,0,1,100,75,77.1,2025-04-13 11:37:00,2025-05-28 13:37:00
VEH000449,CLM000449,P019,YARD_OKC_01,2025-07-26,,,listed,Ford,Mustang,2014,12,sedan,front_end,moderate,non_running,rebuilt,500,0.29,43,,1,0,1,84,66,64.5,2025-07-26 14:36:00,2025-08-25 15:36:00
VEH000450,CLM000450,P015,YARD_OKC_01,2025-03-16,,,title_pending,Kia,Telluride,2004,22,SUV,hail,minor,non_running,pending_title,4715,0.34,76,,0,0,0,100,65,74.4,2025-03-16 10:49:00,2025-04-07 16:49:00
VEH000451,CLM000451,P023,YARD_HOU_01,2025-05-15,2025-07-24,,sold_pending_pickup,Ford,Escape,2022,4,SUV,theft_recovery,severe,forklift_required,salvage,541,0.66,54,70,1,0,1,100,77,76.7,2025-05-15 15:02:00,2025-06-23 16:02:00
VEH000452,CLM000452,P013,YARD_HOU_01,2025-03-29,,,listed,Ram,ProMaster,2015,11,van,flood,total_loss,non_running,salvage,500,0.60,58,,1,0,1,100,78,78.3,2025-03-29 09:04:00,2025-04-09 08:04:00
VEH000453,CLM000453,P015,YARD_AUS_01,2025-05-08,,,title_pending,Honda,Accord,2009,17,sedan,rear_end,minor,non_running,missing_title,500,0.58,52,,1,1,0,100,52,76.7,2025-05-08 12:01:00,2025-06-19 17:01:00
VEH000454,CLM000454,P005,YARD_OKC_01,2025-03-12,,,listed,Nissan,Sentra,2019,7,sedan,theft_recovery,severe,runs_and_drives,clean,17971,0.93,37,,0,0,0,100,41,92.7,2025-03-12 13:25:00,2025-04-08 19:25:00
VEH000455,CLM000455,P012,YARD_OKC_01,2025-06-19,,,listed,Ram,2500,2015,11,pickup,flood,moderate,runs_and_drives,salvage,7562,0.87,19,,1,1,0,94,28,81.3,2025-06-19 15:22:00,2025-07-22 17:22:00
VEH000456,CLM000456,P032,YARD_HOU_01,2025-07-27,2025-08-16,,listed,Nissan,Frontier,2024,2,pickup,front_end,moderate,non_running,salvage,6922,0.86,41,20,0,0,0,100,56,81.3,2025-07-27 16:30:00,2025-08-07 21:30:00
VEH000457,CLM000457,P031,YARD_HOU_01,2025-07-24,,,awaiting_sale,BMW,X3,2011,15,SUV,burn,severe,heavy_equipment_required,rebuilt,500,0.32,59,,1,0,1,100,100,83.9,2025-07-24 09:23:00,2025-08-23 10:23:00
VEH000458,CLM000458,P029,YARD_DAL_01,2025-02-06,,,listed,Toyota,Tacoma,2010,16,pickup,rear_end,total_loss,forklift_required,rebuilt,500,0.31,66,,0,0,0,100,87,75.1,2025-02-06 14:17:00,2025-03-22 13:17:00
VEH000459,CLM000459,P011,YARD_DAL_01,2025-02-17,2025-04-04,,sold_pending_pickup,Ford,Mustang,2008,18,sedan,rear_end,total_loss,runs_and_drives,clean,500,0.56,47,46,1,0,1,95,39,83.5,2025-02-17 17:06:00,2025-03-19 20:06:00
VEH000460,CLM000460,P031,YARD_HOU_01,2025-03-12,2025-04-08,2025-04-15,picked_up,Chevrolet,Tahoe,2023,3,SUV,burn,severe,runs_and_drives,missing_title,6340,0.74,15,27,1,1,0,100,37,95.2,2025-03-12 11:25:00,2025-04-24 15:25:00
VEH000461,CLM000461,P004,YARD_DAL_01,2025-06-04,2025-07-18,2025-07-23,picked_up,Nissan,Frontier,2011,15,pickup,hail,moderate,non_running,salvage,9567,0.60,43,44,1,0,1,99,51,84.1,2025-06-04 10:37:00,2025-06-27 14:37:00
VEH000462,CLM000462,P030,YARD_HOU_01,2025-01-23,2025-03-21,,sold_pending_pickup,Ram,1500,2017,9,pickup,front_end,minor,forklift_required,salvage,9814,0.66,44,57,1,1,0,100,75,82.2,2025-01-23 14:53:00,2025-02-09 14:53:00
VEH000463,CLM000463,P007,YARD_OKC_01,2025-04-21,,,listed,Toyota,RAV4,2020,6,SUV,front_end,total_loss,non_running,salvage,500,0.59,36,,1,0,1,100,73,70.3,2025-04-21 12:01:00,2025-04-26 17:01:00
VEH000464,CLM000464,P029,YARD_DAL_01,2025-06-23,,,title_pending,BMW,X3,2005,21,SUV,mechanical,severe,forklift_required,salvage,3364,0.28,63,,1,1,0,100,86,75.2,2025-06-23 10:11:00,2025-07-27 17:11:00
VEH000465,CLM000465,P023,YARD_DAL_01,2025-02-14,2025-03-29,2025-04-04,picked_up,BMW,X3,2006,20,SUV,flood,severe,runs_and_drives,salvage,500,0.39,47,43,1,0,1,100,28,85.6,2025-02-14 12:06:00,2025-03-16 13:06:00
VEH000466,CLM000466,P026,YARD_DAL_01,2025-06-07,,,awaiting_sale,Ford,Explorer,2013,13,SUV,hail,severe,non_running,clean,500,0.39,61,,1,1,0,82,85,62.1,2025-06-07 14:14:00,2025-06-18 20:14:00
VEH000467,CLM000467,P020,YARD_DAL_01,2025-04-26,2025-06-18,2025-06-19,picked_up,Nissan,Altima,2017,9,sedan,front_end,moderate,forklift_required,pending_title,25569,0.76,46,53,1,1,0,100,72,93.1,2025-04-26 12:54:00,2025-05-28 14:54:00
VEH000468,CLM000468,P035,YARD_HOU_01,2025-04-02,2025-04-30,2025-05-05,picked_up,Honda,Civic,2022,4,sedan,hail,moderate,forklift_required,rebuilt,7469,0.69,27,28,1,0,1,77,86,61.8,2025-04-02 11:36:00,2025-05-11 11:36:00
VEH000469,CLM000469,P014,YARD_HOU_01,2025-06-06,2025-08-22,,awaiting_sale,Toyota,RAV4,2012,14,SUV,rear_end,minor,heavy_equipment_required,clean,500,0.38,66,77,0,0,0,96,91,59.9,2025-06-06 09:56:00,2025-06-27 16:56:00
VEH000470,CLM000470,P015,YARD_OKC_01,2025-01-18,2025-02-06,2025-02-08,picked_up,Toyota,Corolla,2024,2,sedan,mechanical,moderate,non_running,rebuilt,7246,0.84,26,19,1,0,1,100,57,75.8,2025-01-18 17:45:00,2025-02-04 00:45:00
VEH000471,CLM000471,P028,YARD_OKC_01,2025-06-18,2025-08-07,2025-08-09,picked_up,Honda,Civic,2005,21,sedan,burn,moderate,runs_and_drives,salvage,2360,0.48,50,50,1,1,0,100,40,91.1,2025-06-18 17:10:00,2025-08-01 22:10:00
VEH000472,CLM000472,P023,YARD_OKC_01,2025-07-11,,,listed,Chevrolet,Tahoe,2004,22,SUV,rear_end,moderate,non_running,clean,500,0.28,58,,1,0,1,100,64,79.1,2025-07-11 17:37:00,2025-07-14 16:37:00
VEH000473,CLM000473,P014,YARD_DAL_01,2025-06-05,2025-07-27,2025-07-29,picked_up,BMW,3 Series,2005,21,sedan,theft_recovery,total_loss,non_running,salvage,500,0.37,65,52,1,1,0,100,77,64.7,2025-06-05 14:06:00,2025-07-13 14:06:00
VEH000474,CLM000474,P026,YARD_AUS_01,2025-04-23,,,title_pending,Nissan,Rogue,2015,11,SUV,side,moderate,non_running,salvage,1000,0.51,43,,1,0,1,76,58,63.5,2025-04-23 16:46:00,2025-05-20 17:46:00
VEH000475,CLM000475,P035,YARD_HOU_01,2025-01-26,,,title_pending,Nissan,Frontier,2007,19,pickup,front_end,moderate,forklift_required,pending_title,500,0.31,62,,1,1,0,90,74,71.5,2025-01-26 12:34:00,2025-01-29 13:34:00
VEH000476,CLM000476,P029,YARD_HOU_01,2025-07-26,,,awaiting_sale,BMW,X5,2006,20,SUV,rear_end,severe,forklift_required,clean,500,0.36,58,,1,1,0,100,75,77.2,2025-07-26 16:26:00,2025-08-19 17:26:00
VEH000477,CLM000477,P013,YARD_HOU_01,2025-06-01,2025-07-19,,sold_pending_pickup,Ford,Mustang,2021,5,sedan,mechanical,moderate,forklift_required,salvage,6618,0.52,40,48,1,0,1,100,86,76.9,2025-06-01 17:57:00,2025-06-20 00:57:00
VEH000478,CLM000478,P008,YARD_HOU_01,2025-06-14,,,listed,Kia,Optima,2026,0,sedan,mechanical,severe,non_running,clean,4245,0.69,34,,1,0,1,100,71,71.8,2025-06-14 11:30:00,2025-06-17 14:30:00
VEH000479,CLM000479,P003,YARD_HOU_01,2025-04-13,2025-04-27,2025-05-02,picked_up,Ford,F-150,2021,5,pickup,side,minor,runs_and_drives,salvage,10124,0.85,11,14,1,1,0,87,20,80.0,2025-04-13 09:54:00,2025-05-14 12:54:00
VEH000480,CLM000480,P025,YARD_OKC_01,2025-01-25,,,title_pending,Toyota,RAV4,2009,17,SUV,theft_recovery,minor,non_running,clean,500,0.38,50,,1,1,0,76,45,61.4,2025-01-25 17:39:00,2025-02-22 17:39:00
VEH000481,CLM000481,P021,YARD_AUS_01,2025-07-12,2025-08-11,2025-08-13,picked_up,Kia,Optima,2007,19,sedan,theft_recovery,moderate,runs_and_drives,salvage,2465,0.52,34,30,1,0,1,97,38,82.7,2025-07-12 15:06:00,2025-07-26 22:06:00
VEH000482,CLM000482,P036,YARD_DAL_01,2025-01-30,2025-02-21,2025-02-23,picked_up,Kia,Optima,2026,0,sedan,front_end,severe,non_running,clean,5894,0.84,36,22,1,1,0,100,78,77.8,2025-01-30 15:14:00,2025-02-15 15:14:00
