storage_event_id,vehicle_id,partner_id,yard_id,arrival_date,release_date,days_in_yard,free_storage_days,billable_storage_days,daily_storage_rate,total_storage_fee,yard_cost_per_day,total_yard_cost,storage_margin,capacity_utilization_at_arrival,long_hold_flag,storage_billing_status
STG002585,VEH002585,P035,YARD_DAL_01,2025-04-13,,65,3,62,25,1550,22,1430,120,0.78,1,billable
STG002586,VEH002586,P035,YARD_AUS_01,2025-07-15,,45,3,42,25,1050,16,720,330,0.78,1,disputed
STG002587,VEH002587,P031,YARD_HOU_01,2025-02-13,2025-03-22,37,14,23,35,805,12,444,361,0.87,1,collected
STG002588,VEH002588,P007,YARD_DAL_01,2025-04-15,,45,3,42,21,882,14,630,252,0.90,1,billable
STG002589,VEH002589,P031,YARD_OKC_01,2025-07-30,2025-08-22,23,14,9,35,315,7,161,154,0.97,0,collected
STG002590,VEH002590,P038,YARD_HOU_01,2025-03-25,,37,5,32,22,704,18,666,38,0.67,1,billable
STG002591,VEH002591,P028,YARD_OKC_01,2025-06-21,,68,0,68,33,2244,10,680,1564,0.97,1,billable
STG002592,VEH002592,P037,YARD_OKC_01,2025-02-23,2025-03-25,30,3,27,22,594,13,390,204,0.37,0,collected
STG002593,VEH002593,P035,YARD_AUS_01,2025-05-30,,19,3,16,25,400,17,323,77,0.85,0,not_billable
STG002594,VEH002594,P024,YARD_HOU_01,2025-06-28,2025-08-05,38,0,38,29,1102,15,570,532,0.88,1,collected
STG002595,VEH002595,P011,YARD_DAL_01,2025-03-23,2025-04-17,25,7,18,27,486,8,200,286,0.76,0,collected
STG002596,VEH002596,P024,YARD_OKC_01,2025-05-13,2025-06-27,45,0,45,29,1305,7,315,990,0.60,1,collected
STG002597,VEH002597,P014,YARD_HOU_01,2025-03-26,,52,0,52,16,832,12,624,208,0.86,1,collected
STG002598,VEH002598,P035,YARD_OKC_01,2025-03-17,2025-05-23,67,3,64,25,1600,18,1206,394,0.73,1,collected
STG002599,VEH002599,P002,YARD_HOU_01,2025-03-20,,66,3,63,26,1638,10,660,978,0.92,1,billable
STG002600,VEH002600,P028,YARD_DAL_01,2025-07-08,2025-09-05,59,0,59,33,1947,12,708,1239,0.78,1,collected
STG002601,VEH002601,P020,YARD_HOU_01,2025-03-04,,64,0,64,39,2496,15,960,1536,0.71,1,billable
STG002602,VEH002602,P013,YARD_DAL_01,2025-03-09,,64,0,64,28,1792,10,640,1152,0.85,1,billable
STG002603,VEH002603,P006,YARD_DAL_01,2025-06-05,,60,5,55,32,1760,16,960,800,1.02,1,billable
STG002604,VEH002604,P015,YARD_OKC_01,2025-01-18,,48,3,45,25,1125,14,672,453,0.82,1,billable
STG002605,VEH002605,P005,YARD_HOU_01,2025-04-26,2025-06-23,58,3,55,35,1925,13,754,1171,0.78,1,collected
STG002606,VEH002606,P021,YARD_DAL_01,2025-04-21,2025-05-21,30,7,23,25,575,9,270,305,0.88,0,collected
STG002607,VEH002607,P014,YARD_OKC_01,2025-02-02,,18,0,18,16,288,8,144,144,0.86,0,disputed
STG002608,VEH002608,P014,YARD_AUS_01,2025-05-09,,47,0,47,16,752,14,658,94,1.12,1,collected
STG002609,VEH002609,P031,YARD_DAL_01,2025-05-21,,47,14,33,35,1155,14,658,497,1.04,1,billable
STG002610,VEH002610,P040,YARD_HOU_01,2025-07-29,,15,7,8,30,240,11,165,75,1.07,0,billable
STG002611,VEH002611,P023,YARD_HOU_01,2025-05-19,,41,7,34,26,884,11,451,433,0.61,1,billable
STG002612,VEH002612,P028,YARD_OKC_01,2025-07-07,,33,0,33,33,1089,5,165,924,0.68,0,billable
STG002613,VEH002613,P035,YARD_DAL_01,2025-01-07,2025-03-05,57,3,54,25,1350,7,399,951,0.90,1,collected
STG002614,VEH002614,P028,YARD_DAL_01,2025-05-04,2025-06-05,32,0,32,33,1056,11,352,704,0.91,0,collected
STG002615,VEH002615,P018,YARD_DAL_01,2025-07-12,,74,0,74,16,1184,14,1036,148,0.91,1,billable
STG002616,VEH002616,P005,YARD_AUS_01,2025-06-22,,79,3,76,35,2660,16,1264,1396,0.76,1,disputed
STG002617,VEH002617,P014,YARD_OKC_01,2025-03-25,2025-04-24,30,0,30,16,480,10,300,180,0.86,0,collected
STG002618,VEH002618,P024,YARD_HOU_01,2025-06-14,,41,0,41,29,1189,6,246,943,0.68,1,disputed
STG002619,VEH002619,P005,YARD_DAL_01,2025-02-08,,61,3,58,35,2030,14,854,1176,1.06,1,billable
STG002620,VEH002620,P006,YARD_DAL_01,2025-03-10,,44,5,39,32,1248,13,572,676,0.55,1,disputed
STG002621,VEH002621,P028,YARD_HOU_01,2025-05-08,,79,0,79,33,2607,16,1264,1343,0.75,1,disputed
STG002622,VEH002622,P021,YARD_DAL_01,2025-03-13,,35,7,28,25,700,9,315,385,0.85,0,billable
STG002623,VEH002623,P040,YARD_OKC_01,2025-05-22,,45,7,38,30,1140,15,675,465,0.54,1,billable
STG002624,VEH002624,P019,YARD_HOU_01,2025-06-13,,40,7,33,21,693,15,600,93,0.86,1,billable
STG002625,VEH002625,P005,YARD_OKC_01,2025-01-17,,31,3,28,35,980,16,496,484,0.94,0,collected
STG002626,VEH002626,P032,YARD_DAL_01,2025-01-03,,17,7,10,26,260,14,238,22,0.65,0,billable
STG002627,VEH002627,P032,YARD_HOU_01,2025-02-10,,49,7,42,26,1092,17,833,259,0.88,1,billable
STG002628,VEH002628,P020,YARD_AUS_01,2025-06-22,,57,0,57,39,2223,11,627,1596,0.80,1,billable
STG002629,VEH002629,P004,YARD_HOU_01,2025-03-12,2025-04-17,36,0,36,28,1008,13,468,540,0.81,1,collected
STG002630,VEH002630,P014,YARD_DAL_01,2025-03-12,,40,0,40,16,640,14,560,80,0.68,1,billable
STG002631,VEH002631,P031,YARD_HOU_01,2025-07-13,2025-08-21,39,14,25,35,875,3,117,758,0.65,1,collected
STG002632,VEH002632,P027,YARD_AUS_01,2025-04-14,,75,3,72,24,1728,11,825,903,0.81,1,billable
STG002633,VEH002633,P014,YARD_HOU_01,2025-06-16,,12,0,12,16,192,16,192,0,0.89,0,not_billable
STG002634,VEH002634,P008,YARD_DAL_01,2025-05-17,,20,0,20,21,420,15,300,120,0.87,0,waived
STG002635,VEH002635,P028,YARD_HOU_01,2025-06-13,,69,0,69,33,2277,9,621,1656,0.85,1,collected
STG002636,VEH002636,P030,YARD_DAL_01,2025-05-17,,31,0,31,30,930,11,341,589,0.91,0,billable
STG002637,VEH002637,P037,YARD_OKC_01,2025-03-02,,86,3,83,22,1826,16,1376,450,1.04,1,billable
STG002638,VEH002638,P009,YARD_HOU_01,2025-07-07,2025-09-12,67,7,60,27,1620,9,603,1017,0.60,1,collected
STG002639,VEH002639,P037,YARD_DAL_01,2025-07-10,2025-08-25,46,3,43,22,946,13,598,348,1.13,1,collected
STG002640,VEH002640,P026,YARD_HOU_01,2025-06-12,,35,0,35,21,735,15,525,210,0.78,0,billable
STG002641,VEH002641,P006,YARD_OKC_01,2025-07-12,,40,5,35,32,1120,12,480,640,0.80,1,collected
STG002642,VEH002642,P005,YARD_DAL_01,2025-01-13,,24,3,21,35,735,8,192,543,0.59,0,billable
STG002643,VEH002643,P019,YARD_AUS_01,2025-06-19,,50,7,43,21,903,10,500,403,0.95,1,waived
STG002644,VEH002644,P026,YARD_AUS_01,2025-06-06,,10,0,10,21,210,8,80,130,0.63,0,collected
STG002645,VEH002645,P010,YARD_AUS_01,2025-07-23,,67,14,53,40,2120,17,1139,981,1.15,1,disputed
STG002646,VEH002646,P002,YARD_HOU_01,2025-01-23,,31,3,28,26,728,12,372,356,1.14,0,billable
STG002647,VEH002647,P036,YARD_OKC_01,2025-04-11,2025-06-29,79,5,74,26,1924,13,1027,897,0.76,1,collected
STG002648,VEH002648,P020,YARD_OKC_01,2025-02-28,2025-04-15,46,0,46,39,1794,12,552,1242,0.90,1,collected
STG002649,VEH002649,P040,YARD_OKC_01,2025-07-20,,49,7,42,30,1260,11,539,721,1.11,1,billable
STG002650,VEH002650,P019,YARD_DAL_01,2025-02-14,,83,7,76,21,1596,14,1162,434,0.81,1,disputed
STG002651,VEH002651,P029,YARD_AUS_01,2025-07-03,,1,3,0,27,0,10,10,-10,0.77,0,waived
STG002652,VEH002652,P028,YARD_OKC_01,2025-03-16,,48,0,48,33,1584,18,864,720,0.83,1,billable
STG002653,VEH002653,P025,YARD_AUS_01,2025-07-12,,18,0,18,18,324,13,234,90,0.78,0,billable
STG002654,VEH002654,P004,YARD_DAL_01,2025-05-14,,42,0,42,28,1176,11,462,714,0.79,1,waived
STG002655,VEH002655,P029,YARD_AUS_01,2025-03-05,2025-04-15,41,3,38,27,1026,15,615,411,0.84,1,collected
STG002656,VEH002656,P008,YARD_HOU_01,2025-06-11,2025-06-17,6,0,6,21,126,7,42,84,0.99,0,collected
STG002657,VEH002657,P028,YARD_AUS_01,2025-01-27,2025-03-12,44,0,44,33,1452,13,572,880,0.90,1,collected
STG002658,VEH002658,P014,YARD_OKC_01,2025-04-13,2025-06-12,60,0,60,16,960,6,360,600,0.70,1,collected
STG002659,VEH002659,P008,YARD_DAL_01,2025-04-22,2025-05-24,32,0,32,21,672,15,480,192,0.90,0,collected
STG002660,VEH002660,P028,YARD_AUS_01,2025-02-16,,49,0,49,33,1617,17,833,784,0.63,1,billable
STG002661,VEH002661,P012,YARD_HOU_01,2025-07-12,,55,3,52,25,1300,18,990,310,0.99,1,collected
STG002662,VEH002662,P040,YARD_HOU_01,2025-02-08,,69,7,62,30,1860,10,690,1170,0.89,1,billable
STG002663,VEH002663,P040,YARD_AUS_01,2025-04-01,2025-06-15,75,7,68,30,2040,13,975,1065,0.57,1,collected
STG002664,VEH002664,P014,YARD_OKC_01,2025-02-15,,92,0,92,16,1472,15,1380,92,0.62,1,billable
STG002665,VEH002665,P037,YARD_DAL_01,2025-04-15,,52,3,49,22,1078,13,676,402,0.74,1,disputed
STG002666,VEH002666,P011,YARD_OKC_01,2025-03-11,2025-05-01,51,7,44,27,1188,13,663,525,1.03,1,collected
STG002667,VEH002667,P003,YARD_HOU_01,2025-07-24,,44,7,37,26,962,12,528,434,0.74,1,waived
STG002668,VEH002668,P029,YARD_OKC_01,2025-03-14,2025-04-08,25,3,22,27,594,6,150,444,0.52,0,collected
STG002669,VEH002669,P037,YARD_AUS_01,2025-01-01,,86,3,83,22,1826,18,1548,278,0.84,1,billable
STG002670,VEH002670,P026,YARD_AUS_01,2025-05-08,,84,0,84,21,1764,19,1596,168,0.69,1,collected
STG002671,VEH002671,P028,YARD_DAL_01,2025-02-15,2025-03-24,37,0,37,33,1221,10,370,851,0.96,1,collected
STG002672,VEH002672,P003,YARD_AUS_01,2025-06-25,,24,7,17,26,442,5,120,322,0.92,0,billable
STG002673,VEH002673,P014,YARD_DAL_01,2025-04-03,,68,0,68,16,1088,15,1020,68,0.71,1,disputed
STG002674,VEH002674,P020,YARD_HOU_01,2025-06-27,,20,0,20,39,780,5,100,680,0.78,0,billable
STG002675,VEH002675,P026,YARD_OKC_01,2025-01-25,,84,0,84,21,1764,13,1092,672,0.50,1,billable
STG002676,VEH002676,P028,YARD_AUS_01,2025-07-01,,28,0,28,33,924,16,448,476,0.71,0,billable
STG002677,VEH002677,P031,YARD_DAL_01,2025-02-17,,2,14,0,35,0,12,24,-24,0.96,0,billable
STG002678,VEH002678,P025,YARD_DAL_01,2025-04-06,,62,0,62,18,1116,8,496,620,0.78,1,waived
STG002679,VEH002679,P010,YARD_AUS_01,2025-07-17,,70,14,56,40,2240,13,910,1330,0.81,1,collected
STG002680,VEH002680,P025,YARD_DAL_01,2025-02-03,2025-03-17,42,0,42,18,756,9,378,378,0.61,1,collected
STG002681,VEH002681,P037,YARD_DAL_01,2025-05-19,,56,3,53,22,1166,16,896,270,0.92,1,billable
STG002682,VEH002682,P024,YARD_AUS_01,2025-02-28,2025-04-07,38,0,38,29,1102,12,456,646,0.95,1,collected
STG002683,VEH002683,P033,YARD_HOU_01,2025-06-26,2025-08-27,62,0,62,30,1860,18,1116,744,0.55,1,collected
STG002684,VEH002684,P003,YARD_AUS_01,2025-03-18,2025-04-19,32,7,25,26,650,8,256,394,0.87,0,collected
STG002685,VEH002685,P035,YARD_AUS_01,2025-06-04,,65,3,62,25,1550,7,455,1095,0.55,1,collected
STG002686,VEH002686,P019,YARD_HOU_01,2025-06-08,,42,7,35,21,735,8,336,399,0.77,1,billable
STG002687,VEH002687,P024,YARD_DAL_01,2025-05-01,2025-06-10,40,0,40,29,1160,9,360,800,0.65,1,collected
STG002688,VEH002688,P003,YARD_HOU_01,2025-01-30,,50,7,43,26,1118,14,700,418,1.06,1,collected
STG002689,VEH002689,P028,YARD_DAL_01,2025-06-11,,15,0,15,33,495,10,150,345,0.91,0,collected
STG002690,VEH002690,P039,YARD_OKC_01,2025-04-16,2025-05-26,40,0,40,19,760,10,400,360,0.67,1,collected
STG002691,VEH002691,P028,YARD_AUS_01,2025-05-24,2025-06-18,25,0,25,33,825,13,325,500,0.71,0,collected
STG002692,VEH002692,P003,YARD_HOU_01,2025-01-21,,45,7,38,26,988,12,540,448,0.73,1,disputed
STG002693,VEH002693,P019,YARD_HOU_01,2025-01-28,,51,7,44,21,924,4,204,720,0.93,1,billable
STG002694,VEH002694,P022,YARD_DAL_01,2025-04-21,,40,14,26,29,754,7,280,474,0.91,1,billable
STG002695,VEH002695,P028,YARD_OKC_01,2025-05-11,,79,0,79,33,2607,6,474,2133,0.67,1,billable
STG002696,VEH002696,P007,YARD_DAL_01,2025-03-23,,88,3,85,21,1785,9,792,993,0.70,1,waived
STG002697,VEH002697,P023,YARD_DAL_01,2025-01-24,,31,7,24,26,624,14,434,190,0.65,0,collected
STG002698,VEH002698,P007,YARD_DAL_01,2025-06-25,,18,3,15,21,315,13,234,81,0.96,0,billable
STG002699,VEH002699,P005,YARD_DAL_01,2025-05-10,,58,3,55,35,1925,16,928,997,0.92,1,billable
STG002700,VEH002700,P040,YARD_DAL_01,2025-01-21,,55,7,48,30,1440,16,880,560,0.79,1,billable
STG002701,VEH002701,P034,YARD_AUS_01,2025-07-28,,48,5,43,19,817,12,576,241,0.81,1,collected
STG002702,VEH002702,P039,YARD_DAL_01,2025-03-22,2025-04-24,33,0,33,19,627,14,462,165,0.70,0,collected
STG002703,VEH002703,P028,YARD_DAL_01,2025-04-04,2025-05-30,56,0,56,33,1848,9,504,1344,0.72,1,collected
STG002704,VEH002704,P029,YARD_AUS_01,2025-02-10,,44,3,41,27,1107,19,836,271,0.81,1,billable
STG002705,VEH002705,P013,YARD_OKC_01,2025-01-28,,45,0,45,28,1260,11,495,765,0.60,1,waived
STG002706,VEH002706,P026,YARD_OKC_01,2025-07-25,,45,0,45,21,945,4,180,765,0.75,1,not_billable
STG002707,VEH002707,P028,YARD_OKC_01,2025-07-27,2025-08-10,14,0,14,33,462,7,98,364,0.46,0,collected
STG002708,VEH002708,P040,YARD_HOU_01,2025-03-20,,59,7,52,30,1560,18,1062,498,0.86,1,billable
STG002709,VEH002709,P025,YARD_HOU_01,2025-03-28,,62,0,62,18,1116,10,620,496,0.48,1,billable
STG002710,VEH002710,P004,YARD_HOU_01,2025-01-04,,88,0,88,28,2464,14,1232,1232,0.91,1,collected
STG002711,VEH002711,P039,YARD_DAL_01,2025-01-27,2025-03-01,33,0,33,19,627,6,198,429,0.66,0,collected
STG002712,VEH002712,P003,YARD_DAL_01,2025-03-27,,69,7,62,26,1612,10,690,922,0.67,1,collected
STG002713,VEH002713,P020,YARD_DAL_01,2025-07-02,,11,0,11,39,429,8,88,341,0.81,0,billable
STG002714,VEH002714,P003,YARD_OKC_01,2025-03-24,,6,7,0,26,0,7,42,-42,0.87,0,billable
STG002715,VEH002715,P003,YARD_AUS_01,2025-05-30,,81,7,74,26,1924,11,891,1033,0.79,1,billable
STG002716,VEH002716,P003,YARD_OKC_01,2025-05-25,,25,7,18,26,468,5,125,343,0.97,0,billable
STG002717,VEH002717,P030,YARD_OKC_01,2025-01-04,2025-02-25,52,0,52,30,1560,15,780,780,1.00,1,collected
STG002718,VEH002718,P007,YARD_HOU_01,2025-01-19,,64,3,61,21,1281,7,448,833,0.58,1,billable
STG002719,VEH002719,P010,YARD_AUS_01,2025-02-07,,38,14,24,40,960,11,418,542,1.10,1,billable
STG002720,VEH002720,P023,YARD_AUS_01,2025-06-12,2025-09-01,81,7,74,26,1924,18,1458,466,0.94,1,collected
STG002721,VEH002721,P027,YARD_DAL_01,2025-05-24,2025-06-05,12,3,9,24,216,7,84,132,1.04,0,collected
STG002722,VEH002722,P004,YARD_DAL_01,2025-06-07,,53,0,53,28,1484,12,636,848,0.49,1,billable
STG002723,VEH002723,P005,YARD_OKC_01,2025-01-20,,98,3,95,35,3325,14,1372,1953,1.02,1,billable
STG002724,VEH002724,P037,YARD_OKC_01,2025-02-25,2025-05-04,68,3,65,22,1430,7,476,954,0.58,1,collected
STG002725,VEH002725,P011,YARD_AUS_01,2025-06-04,2025-07-19,45,7,38,27,1026,16,720,306,0.67,1,collected
STG002726,VEH002726,P007,YARD_OKC_01,2025-01-08,2025-03-09,60,3,57,21,1197,13,780,417,0.86,1,collected
STG002727,VEH002727,P014,YARD_OKC_01,2025-05-02,,35,0,35,16,560,18,630,-70,0.47,0,billable
STG002728,VEH002728,P003,YARD_OKC_01,2025-02-03,,1,7,0,26,0,10,10,-10,0.78,0,billable
STG002729,VEH002729,P004,YARD_OKC_01,2025-03-11,,14,0,14,28,392,8,112,280,0.82,0,collected
STG002730,VEH002730,P024,YARD_HOU_01,2025-02-23,,93,0,93,29,2697,14,1302,1395,0.67,1,not_billable
STG002731,VEH002731,P014,YARD_HOU_01,2025-01-04,,57,0,57,16,912,9,513,399,0.53,1,collected
STG002732,VEH002732,P013,YARD_AUS_01,2025-03-20,,47,0,47,28,1316,6,282,1034,0.81,1,collected
STG002733,VEH002733,P031,YARD_HOU_01,2025-05-19,,48,14,34,35,1190,15,720,470,0.73,1,collected
STG002734,VEH002734,P010,YARD_HOU_01,2025-01-19,,60,14,46,40,1840,13,780,1060,0.78,1,not_billable
STG002735,VEH002735,P029,YARD_AUS_01,2025-02-05,,90,3,87,27,2349,7,630,1719,1.03,1,billable
STG002736,VEH002736,P028,YARD_HOU_01,2025-02-07,2025-03-14,35,0,35,33,1155,10,350,805,0.82,0,collected
STG002737,VEH002737,P007,YARD_HOU_01,2025-03-15,2025-05-03,49,3,46,21,966,15,735,231,0.57,1,collected
STG002738,VEH002738,P022,YARD_OKC_01,2025-03-03,,59,14,45,29,1305,6,354,951,0.66,1,billable
STG002739,VEH002739,P024,YARD_AUS_01,2025-05-28,,41,0,41,29,1189,8,328,861,0.62,1,billable
STG002740,VEH002740,P004,YARD_OKC_01,2025-03-12,,51,0,51,28,1428,7,357,1071,1.10,1,billable
STG002741,VEH002741,P015,YARD_OKC_01,2025-07-12,2025-08-01,20,3,17,25,425,11,220,205,1.13,0,collected
STG002742,VEH002742,P031,YARD_AUS_01,2025-01-22,2025-03-11,48,14,34,35,1190,16,768,422,1.09,1,collected
STG002743,VEH002743,P003,YARD_AUS_01,2025-04-23,,7,7,0,26,0,8,56,-56,0.70,0,billable
STG002744,VEH002744,P039,YARD_DAL_01,2025-05-08,,19,0,19,19,361,10,190,171,0.95,0,not_billable
STG002745,VEH002745,P006,YARD_DAL_01,2025-06-26,,74,5,69,32,2208,15,1110,1098,0.59,1,billable
STG002746,VEH002746,P026,YARD_OKC_01,2025-03-24,,54,0,54,21,1134,16,864,270,0.93,1,billable
STG002747,VEH002747,P035,YARD_DAL_01,2025-02-19,2025-04-12,52,3,49,25,1225,14,728,497,0.68,1,collected
STG002748,VEH002748,P028,YARD_DAL_01,2025-04-09,,83,0,83,33,2739,12,996,1743,1.03,1,waived
STG002749,VEH002749,P003,YARD_DAL_01,2025-07-04,,16,7,9,26,234,8,128,106,1.07,0,not_billable
STG002750,VEH002750,P005,YARD_DAL_01,2025-06-14,,43,3,40,35,1400,12,516,884,0.88,1,not_billable
STG002751,VEH002751,P022,YARD_AUS_01,2025-04-23,,55,14,41,29,1189,14,770,419,1.05,1,billable
STG002752,VEH002752,P031,YARD_DAL_01,2025-06-21,,29,14,15,35,525,17,493,32,0.88,0,not_billable
STG002753,VEH002753,P015,YARD_AUS_01,2025-06-26,,80,3,77,25,1925,16,1280,645,0.63,1,waived
STG002754,VEH002754,P015,YARD_HOU_01,2025-05-10,,30,3,27,25,675,17,510,165,0.94,0,not_billable
STG002755,VEH002755,P014,YARD_AUS_01,2025-02-15,,73,0,73,16,1168,7,511,657,0.67,1,billable
STG002756,VEH002756,P037,YARD_HOU_01,2025-01-02,,90,3,87,22,1914,7,630,1284,0.87,1,waived
STG002757,VEH002757,P015,YARD_OKC_01,2025-03-22,,60,3,57,25,1425,8,480,945,0.89,1,collected
STG002758,VEH002758,P029,YARD_OKC_01,2025-05-09,2025-06-22,44,3,41,27,1107,8,352,755,0.78,1,collected
STG002759,VEH002759,P014,YARD_DAL_01,2025-04-28,,62,0,62,16,992,14,868,124,0.59,1,billable
STG002760,VEH002760,P003,YARD_OKC_01,2025-06-25,,24,7,17,26,442,9,216,226,0.81,0,not_billable
STG002761,VEH002761,P010,YARD_DAL_01,2025-04-03,,65,14,51,40,2040,20,1300,740,0.88,1,waived
STG002762,VEH002762,P014,YARD_AUS_01,2025-03-01,,74,0,74,16,1184,10,740,444,0.82,1,billable
STG002763,VEH002763,P026,YARD_OKC_01,2025-02-03,,48,0,48,21,1008,10,480,528,0.96,1,billable
STG002764,VEH002764,P028,YARD_OKC_01,2025-05-12,2025-07-08,57,0,57,33,1881,9,513,1368,0.94,1,collected
STG002765,VEH002765,P031,YARD_AUS_01,2025-03-28,,44,14,30,35,1050,9,396,654,1.06,1,billable
STG002766,VEH002766,P032,YARD_HOU_01,2025-05-21,,65,7,58,26,1508,17,1105,403,1.09,1,billable
STG002767,VEH002767,P002,YARD_HOU_01,2025-06-04,,72,3,69,26,1794,19,1368,426,0.65,1,billable
STG002768,VEH002768,P028,YARD_DAL_01,2025-04-14,2025-05-26,42,0,42,33,1386,12,504,882,0.77,1,collected
STG002769,VEH002769,P003,YARD_OKC_01,2025-02-26,,51,7,44,26,1144,12,612,532,0.94,1,billable
STG002770,VEH002770,P005,YARD_DAL_01,2025-07-16,2025-08-26,41,3,38,35,1330,9,369,961,0.95,1,collected
STG002771,VEH002771,P013,YARD_AUS_01,2025-05-26,,2,0,2,28,56,6,12,44,0.93,0,disputed
STG002772,VEH002772,P039,YARD_HOU_01,2025-02-22,,72,0,72,19,1368,10,720,648,0.68,1,billable
STG002773,VEH002773,P039,YARD_AUS_01,2025-02-07,,22,0,22,19,418,7,154,264,0.72,0,collected
STG002774,VEH002774,P005,YARD_AUS_01,2025-03-17,,58,3,55,35,1925,8,464,1461,1.00,1,billable
STG002775,VEH002775,P015,YARD_HOU_01,2025-07-01,2025-08-17,47,3,44,25,1100,7,329,771,1.06,1,collected
STG002776,VEH002776,P028,YARD_OKC_01,2025-06-18,2025-08-09,52,0,52,33,1716,10,520,1196,0.54,1,collected
STG002777,VEH002777,P013,YARD_HOU_01,2025-04-15,2025-06-16,62,0,62,28,1736,18,1116,620,0.70,1,collected
STG002778,VEH002778,P019,YARD_AUS_01,2025-07-07,,59,7,52,21,1092,5,295,797,0.82,1,waived
STG002779,VEH002779,P013,YARD_DAL_01,2025-05-15,,60,0,60,28,1680,15,900,780,0.74,1,billable
STG002780,VEH002780,P037,YARD_HOU_01,2025-05-24,,77,3,74,22,1628,11,847,781,1.06,1,waived
STG002781,VEH002781,P021,YARD_AUS_01,2025-04-27,,28,7,21,25,525,10,280,245,0.76,0,billable
STG002782,VEH002782,P024,YARD_AUS_01,2025-04-24,2025-06-01,38,0,38,29,1102,8,304,798,0.59,1,collected
STG002783,VEH002783,P014,YARD_OKC_01,2025-05-01,,32,0,32,16,512,6,192,320,0.64,0,disputed
STG002784,VEH002784,P015,YARD_DAL_01,2025-02-11,2025-04-10,58,3,55,25,1375,11,638,737,0.76,1,collected
STG002785,VEH002785,P015,YARD_HOU_01,2025-03-22,,14,3,11,25,275,9,126,149,0.88,0,billable
STG002786,VEH002786,P001,YARD_AUS_01,2025-07-28,,46,0,46,24,1104,12,552,552,0.76,1,disputed
STG002787,VEH002787,P039,YARD_HOU_01,2025-04-28,,30,0,30,19,570,15,450,120,1.06,0,billable
STG002788,VEH002788,P024,YARD_HOU_01,2025-07-19,,59,0,59,29,1711,17,1003,708,0.85,1,not_billable
STG002789,VEH002789,P004,YARD_DAL_01,2025-01-25,2025-02-22,28,0,28,28,784,11,308,476,0.83,0,collected
STG002790,VEH002790,P031,YARD_DAL_01,2025-06-09,2025-07-17,38,14,24,35,840,16,608,232,0.99,1,collected
STG002791,VEH002791,P015,YARD_AUS_01,2025-02-05,2025-04-03,57,3,54,25,1350,7,399,951,0.76,1,collected
STG002792,VEH002792,P035,YARD_HOU_01,2025-03-16,,90,3,87,25,2175,12,1080,1095,0.78,1,collected
STG002793,VEH002793,P028,YARD_OKC_01,2025-04-20,,49,0,49,33,1617,11,539,1078,1.03,1,billable
STG002794,VEH002794,P007,YARD_HOU_01,2025-01-27,2025-03-01,33,3,30,21,630,12,396,234,0.88,0,collected
STG002795,VEH002795,P039,YARD_AUS_01,2025-04-05,2025-05-20,45,0,45,19,855,14,630,225,1.01,1,collected
STG002796,VEH002796,P007,YARD_AUS_01,2025-02-27,2025-04-04,36,3,33,21,693,17,612,81,0.71,1,collected
STG002797,VEH002797,P037,YARD_OKC_01,2025-01-21,,56,3,53,22,1166,7,392,774,0.93,1,billable
STG002798,VEH002798,P018,YARD_HOU_01,2025-03-18,,85,0,85,16,1360,17,1445,-85,0.88,1,billable
STG002799,VEH002799,P008,YARD_AUS_01,2025-04-19,,80,0,80,21,1680,13,1040,640,0.83,1,waived
STG002800,VEH002800,P005,YARD_HOU_01,2025-01-22,,44,3,41,35,1435,19,836,599,1.01,1,billable
STG002801,VEH002801,P012,YARD_OKC_01,2025-05-23,,46,3,43,25,1075,12,552,523,0.93,1,billable
STG002802,VEH002802,P014,YARD_OKC_01,2025-04-18,,57,0,57,16,912,15,855,57,0.42,1,billable
STG002803,VEH002803,P028,YARD_AUS_01,2025-03-02,,66,0,66,33,2178,15,990,1188,0.86,1,billable
STG002804,VEH002804,P028,YARD_DAL_01,2025-02-11,,41,0,41,33,1353,13,533,820,1.02,1,waived
STG002805,VEH002805,P014,YARD_OKC_01,2025-02-22,,67,0,67,16,1072,14,938,134,0.92,1,not_billable
STG002806,VEH002806,P028,YARD_OKC_01,2025-03-18,,50,0,50,33,1650,9,450,1200,1.07,1,billable
STG002807,VEH002807,P016,YARD_AUS_01,2025-06-03,2025-07-02,29,0,29,23,667,10,290,377,0.78,0,collected
STG002808,VEH002808,P005,YARD_OKC_01,2025-03-10,,89,3,86,35,3010,7,623,2387,1.04,1,billable
STG002809,VEH002809,P004,YARD_OKC_01,2025-04-11,2025-05-25,44,0,44,28,1232,16,704,528,0.90,1,collected
STG002810,VEH002810,P037,YARD_HOU_01,2025-05-03,2025-06-06,34,3,31,22,682,9,306,376,0.71,0,collected
STG002811,VEH002811,P028,YARD_DAL_01,2025-04-16,,31,0,31,33,1023,10,310,713,0.76,0,billable
STG002812,VEH002812,P029,YARD_AUS_01,2025-04-07,,36,3,33,27,891,4,144,747,1.00,1,not_billable
STG002813,VEH002813,P010,YARD_OKC_01,2025-06-20,,1,14,0,40,0,12,12,-12,0.85,0,disputed
STG002814,VEH002814,P007,YARD_DAL_01,2025-01-17,,44,3,41,21,861,9,396,465,0.96,1,billable
STG002815,VEH002815,P024,YARD_HOU_01,2025-02-25,,26,0,26,29,754,13,338,416,0.95,0,collected
