retrieval_id,vehicle_id,yard_id,request_time,retrieval_start_time,retrieval_end_time,handoff_time,requested_by,pickup_type,retrieval_duration_minutes,wait_time_minutes,start_delay_minutes,travel_distance_meters,blocked_vehicle_count,equipment_used,staff_id,retrieval_success_flag,delay_flag,delay_reason,weather_condition,time_of_day,day_of_week
RET000654,VEH006342,YARD_HOU_01,2025-08-08 13:08:00,2025-08-08 13:25:00,2025-08-08 13:57:17,2025-08-08 14:15:17,carrier,customer_pickup,32.3,67.3,17,369,4,none,STF045,1,1,vehicle_not_found,extreme_heat,morning,Friday
RET000655,VEH007660,YARD_OKC_01,2025-04-05 15:28:00,2025-04-05 15:53:00,2025-04-05 16:35:43,2025-04-05 16:51:43,insurance_partner,customer_pickup,42.7,83.7,25,280,5,none,STF078,1,1,congestion,storm,midday,Saturday
RET000656,VEH001969,YARD_AUS_01,2025-07-02 16:49:00,2025-07-02 17:02:00,2025-07-02 17:36:58,2025-07-02 17:46:58,buyer,carrier_pickup,35.0,58.0,13,687,1,jump_starter,STF065,1,1,equipment_unavailable,clear,afternoon,Wednesday
RET000657,VEH007230,YARD_HOU_01,2025-02-06 13:41:00,2025-02-06 13:55:00,2025-02-06 14:25:52,2025-02-06 14:30:52,insurance_partner,carrier_pickup,30.9,49.9,14,1132,0,loader,STF067,1,1,blocked_access,clear,morning,Thursday
RET000658,VEH007067,YARD_HOU_01,2025-03-12 16:55:00,2025-03-12 17:18:00,2025-03-12 17:44:48,2025-03-12 17:51:48,carrier,internal_move,26.8,56.8,23,587,3,none,STF073,1,1,equipment_unavailable,clear,afternoon,Wednesday
RET000659,VEH000983,YARD_DAL_01,2025-09-03 13:27:00,2025-09-03 13:50:00,2025-09-03 14:16:54,2025-09-03 14:23:54,carrier,customer_pickup,26.9,56.9,23,723,2,none,STF076,1,1,equipment_unavailable,clear,afternoon,Wednesday
RET000660,VEH005810,YARD_AUS_01,2025-08-27 16:11:00,2025-08-27 16:22:00,2025-08-27 17:09:04,2025-08-27 17:20:04,buyer,internal_move,47.1,69.1,11,761,6,none,STF055,1,1,congestion,clear,midday,Wednesday
RET000661,VEH007601,YARD_DAL_01,2025-07-11 13:05:00,2025-07-11 13:22:00,2025-07-11 13:34:58,2025-07-11 13:50:58,insurance_partner,internal_move,13.0,46.0,17,318,1,none,STF003,1,1,title_issue,clear,afternoon,Friday
RET000662,VEH002066,YARD_HOU_01,2025-01-24 16:09:00,2025-01-24 16:20:00,2025-01-24 16:36:51,2025-01-24 16:40:51,internal_ops,carrier_pickup,16.9,31.9,11,520,0,none,STF060,1,0,none,clear,morning,Friday
RET000663,VEH006616,YARD_AUS_01,2025-02-14 09:43:00,2025-02-14 10:08:00,2025-02-14 10:58:27,2025-02-14 11:16:27,carrier,internal_move,50.5,93.5,25,232,6,none,STF077,1,1,blocked_access,clear,midday,Friday
RET000664,VEH000622,YARD_OKC_01,2025-04-03 15:18:00,2025-04-03 15:43:00,2025-04-03 15:56:07,2025-04-03 16:11:07,buyer,carrier_pickup,13.1,53.1,25,747,0,none,STF037,1,1,congestion,clear,morning,Thursday
RET000665,VEH005791,YARD_DAL_01,2025-08-14 15:40:00,2025-08-14 16:07:00,2025-08-14 17:03:05,2025-08-14 17:21:05,internal_ops,carrier_pickup,56.1,101.1,27,798,7,none,STF006,1,1,title_issue,clear,afternoon,Thursday
RET000666,VEH000928,YARD_OKC_01,2025-07-30 13:21:00,2025-07-30 13:39:00,2025-07-30 14:11:22,2025-07-30 14:19:22,buyer,customer_pickup,32.4,58.4,18,893,0,none,STF017,1,1,equipment_unavailable,clear,afternoon,Wednesday
RET000667,VEH008810,YARD_AUS_01,2025-08-15 15:00:00,2025-08-15 15:27:00,2025-08-15 15:55:59,2025-08-15 16:13:59,buyer,carrier_pickup,29.0,74.0,27,474,2,none,STF036,1,1,blocked_access,clear,afternoon,Friday
RET000668,VEH002419,YARD_DAL_01,2025-05-24 11:35:00,2025-05-24 12:02:00,2025-05-24 12:32:25,2025-05-24 12:47:25,buyer,carrier_pickup,30.4,72.4,27,366,3,jump_starter,STF015,1,1,equipment_unavailable,clear,midday,Saturday
RET000669,VEH009654,YARD_OKC_01,2025-06-15 14:10:00,2025-06-15 14:10:00,2025-06-15 14:43:49,2025-06-15 15:01:49,carrier,carrier_pickup,33.8,51.8,0,192,3,none,STF053,1,1,vehicle_not_found,rain,afternoon,Sunday
RET000670,VEH008059,YARD_AUS_01,2025-03-31 10:35:00,2025-03-31 10:57:00,2025-03-31 12:01:51,2025-03-31 12:07:51,carrier,customer_pickup,64.9,92.9,22,1573,4,forklift,STF007,1,1,equipment_unavailable,clear,midday,Monday
RET000671,VEH003703,YARD_DAL_01,2025-03-27 13:37:00,2025-03-27 14:07:00,2025-03-27 14:38:52,2025-03-27 14:48:52,buyer,carrier_pickup,31.9,71.9,30,637,2,none,STF043,1,1,congestion,clear,midday,Thursday
RET000672,VEH001137,YARD_AUS_01,2025-07-12 08:49:00,2025-07-12 09:02:00,2025-07-12 09:43:55,2025-07-12 09:51:55,buyer,carrier_pickup,41.9,62.9,13,675,4,none,STF078,1,1,title_issue,extreme_heat,morning,Saturday
RET000673,VEH008974,YARD_DAL_01,2025-02-15 13:52:00,2025-02-15 14:06:00,2025-02-15 15:04:47,2025-02-15 15:11:47,carrier,carrier_pickup,58.8,79.8,14,529,7,none,STF028,1,1,blocked_access,rain,midday,Saturday
RET000674,VEH003701,YARD_HOU_01,2025-01-27 09:59:00,2025-01-27 10:12:00,2025-01-27 10:57:07,2025-01-27 11:12:07,buyer,carrier_pickup,45.1,73.1,13,352,4,none,STF034,1,1,weather,clear,morning,Monday
RET000675,VEH006252,YARD_AUS_01,2025-09-22 15:24:00,2025-09-22 15:44:00,2025-09-22 16:12:39,2025-09-22 16:23:39,carrier,carrier_pickup,28.7,59.7,20,509,3,none,STF054,1,1,weather,clear,morning,Monday
RET000676,VEH002026,YARD_DAL_01,2025-08-28 12:59:00,2025-08-28 13:05:00,2025-08-28 13:33:25,2025-08-28 13:43:25,buyer,carrier_pickup,28.4,44.4,6,269,0,none,STF021,1,1,congestion,clear,morning,Thursday
RET000677,VEH005651,YARD_DAL_01,2025-05-21 09:46:00,2025-05-21 10:22:00,2025-05-21 10:56:17,2025-05-21 11:14:17,carrier,carrier_pickup,34.3,88.3,36,467,4,none,STF047,1,1,weather,rain,morning,Wednesday
RET000678,VEH006133,YARD_AUS_01,2025-04-26 14:17:00,2025-04-26 14:29:00,2025-04-26 15:05:50,2025-04-26 15:13:50,insurance_partner,carrier_pickup,36.8,56.8,12,255,4,none,STF027,1,1,equipment_unavailable,clear,afternoon,Saturday
RET000679,VEH008970,YARD_DAL_01,2025-03-26 12:55:00,2025-03-26 13:19:00,2025-03-26 13:57:52,2025-03-26 14:13:52,buyer,auction_staging,38.9,78.9,24,339,0,none,STF014,1,1,vehicle_not_found,clear,morning,Wednesday
RET000680,VEH002807,YARD_AUS_01,2025-06-27 08:32:00,2025-06-27 08:53:00,2025-06-27 09:16:35,2025-06-27 09:20:35,buyer,customer_pickup,23.6,48.6,21,589,1,none,STF010,1,1,blocked_access,clear,afternoon,Friday
RET000681,VEH001065,YARD_HOU_01,2025-04-16 13:13:00,2025-04-16 13:40:00,2025-04-16 14:25:40,2025-04-16 14:33:40,carrier,customer_pickup,45.7,80.7,27,1683,3,forklift,STF069,1,1,title_issue,clear,morning,Wednesday
RET000682,VEH009267,YARD_DAL_01,2025-02-22 15:57:00,2025-02-22 16:30:00,2025-02-22 17:07:50,2025-02-22 17:19:50,carrier,customer_pickup,37.8,82.8,33,843,2,none,STF070,1,1,equipment_unavailable,rain,afternoon,Saturday
RET000683,VEH000269,YARD_HOU_01,2025-03-26 08:00:00,2025-03-26 08:16:00,2025-03-26 08:58:41,2025-03-26 09:07:41,carrier,carrier_pickup,42.7,67.7,16,737,2,none,STF054,1,1,vehicle_not_found,clear,afternoon,Wednesday
RET000684,VEH000029,YARD_DAL_01,2025-03-16 10:25:00,2025-03-16 10:41:00,2025-03-16 11:14:16,2025-03-16 11:31:16,insurance_partner,carrier_pickup,33.3,66.3,16,766,2,none,STF019,1,1,equipment_unavailable,clear,midday,Sunday
RET000685,VEH009749,YARD_HOU_01,2025-03-05 13:07:00,2025-03-05 13:22:00,2025-03-05 14:02:16,2025-03-05 14:06:16,carrier,carrier_pickup,40.3,59.3,15,852,2,none,STF070,1,1,equipment_unavailable,clear,midday,Wednesday
RET000686,VEH009483,YARD_DAL_01,2025-06-13 15:36:00,2025-06-13 16:00:00,2025-06-13 16:44:38,2025-06-13 17:01:38,buyer,carrier_pickup,44.6,85.6,24,370,5,none,STF072,1,1,congestion,storm,midday,Friday
RET000687,VEH007345,YARD_AUS_01,2025-07-18 08:19:00,2025-07-18 08:19:00,2025-07-18 08:57:58,2025-07-18 09:04:58,carrier,internal_move,39.0,46.0,0,618,3,jump_starter,STF042,1,1,congestion,clear,midday,Friday
RET000688,VEH002935,YARD_OKC_01,2025-09-01 15:13:00,2025-09-01 15:45:00,2025-09-01 16:21:40,2025-09-01 16:37:40,buyer,carrier_pickup,36.7,84.7,32,899,2,none,STF017,1,1,vehicle_not_found,clear,afternoon,Monday
RET000689,VEH005958,YARD_OKC_01,2025-01-20 16:36:00,2025-01-20 16:37:00,2025-01-20 16:51:08,2025-01-20 17:02:08,carrier,customer_pickup,14.1,26.1,1,461,0,none,STF019,1,0,none,rain,midday,Monday
RET000690,VEH000059,YARD_HOU_01,2025-04-03 11:11:00,2025-04-03 11:31:00,2025-04-03 12:20:18,2025-04-03 12:32:18,insurance_partner,customer_pickup,49.3,81.3,20,669,3,none,STF053,1,1,blocked_access,clear,afternoon,Thursday
RET000691,VEH001758,YARD_HOU_01,2025-03-19 11:01:00,2025-03-19 11:17:00,2025-03-19 12:02:43,2025-03-19 12:20:43,carrier,customer_pickup,45.7,79.7,16,1545,5,forklift,STF069,1,1,congestion,clear,afternoon,Wednesday
RET000692,VEH005700,YARD_AUS_01,2025-08-05 15:18:00,2025-08-05 15:31:00,2025-08-05 16:06:48,2025-08-05 16:20:48,carrier,carrier_pickup,35.8,62.8,13,1008,3,none,STF070,1,1,blocked_access,clear,midday,Tuesday
RET000693,VEH009207,YARD_OKC_01,2025-07-16 08:06:00,2025-07-16 08:18:00,2025-07-16 08:56:01,2025-07-16 09:11:01,carrier,customer_pickup,38.0,65.0,12,639,2,none,STF018,1,1,blocked_access,clear,afternoon,Wednesday
RET000694,VEH000514,YARD_AUS_01,2025-02-16 13:59:00,2025-02-16 14:13:00,2025-02-16 14:46:10,2025-02-16 15:01:10,insurance_partner,carrier_pickup,33.2,62.2,14,880,5,loader,STF045,1,1,congestion,clear,afternoon,Sunday
RET000695,VEH007965,YARD_DAL_01,2025-02-19 13:34:00,2025-02-19 14:09:00,2025-02-19 14:51:16,2025-02-19 15:08:16,buyer,carrier_pickup,42.3,94.3,35,1137,5,forklift,STF064,1,1,weather,rain,afternoon,Wednesday
RET000696,VEH009420,YARD_DAL_01,2025-05-12 13:22:00,2025-05-12 13:45:00,2025-05-12 14:34:45,2025-05-12 14:49:45,buyer,carrier_pickup,49.8,87.8,23,938,4,none,STF043,1,1,congestion,rain,afternoon,Monday
RET000697,VEH008180,YARD_DAL_01,2025-09-15 08:08:00,2025-09-15 08:31:00,2025-09-15 09:06:32,2025-09-15 09:19:32,buyer,carrier_pickup,35.5,71.5,23,538,4,none,STF005,1,1,blocked_access,clear,morning,Monday
RET000698,VEH004220,YARD_HOU_01,2025-09-01 08:53:00,2025-09-01 09:30:00,2025-09-01 10:02:14,2025-09-01 10:09:14,buyer,carrier_pickup,32.2,76.2,37,753,4,jump_starter,STF050,1,1,title_issue,snow,morning,Monday
RET000699,VEH002288,YARD_HOU_01,2025-05-20 11:18:00,2025-05-20 11:35:00,2025-05-20 12:12:01,2025-05-20 12:24:01,buyer,customer_pickup,37.0,66.0,17,545,1,none,STF012,1,1,vehicle_not_found,clear,morning,Tuesday
RET000700,VEH003185,YARD_DAL_01,2025-03-07 13:53:00,2025-03-07 14:15:00,2025-03-07 14:44:50,2025-03-07 14:48:50,buyer,auction_staging,29.8,55.8,22,301,0,none,STF047,1,1,title_issue,clear,morning,Friday
RET000701,VEH000693,YARD_OKC_01,2025-09-11 14:28:00,2025-09-11 14:52:00,2025-09-11 15:34:13,2025-09-11 15:43:13,carrier,auction_staging,42.2,75.2,24,654,4,none,STF058,1,1,vehicle_not_found,clear,morning,Thursday
RET000702,VEH009505,YARD_HOU_01,2025-08-19 11:56:00,2025-08-19 12:21:00,2025-08-19 12:37:28,2025-08-19 12:52:28,buyer,customer_pickup,16.5,56.5,25,416,0,none,STF018,1,1,congestion,clear,afternoon,Tuesday
RET000703,VEH007675,YARD_AUS_01,2025-06-19 08:52:00,2025-06-19 09:15:00,2025-06-19 09:55:44,2025-06-19 10:09:44,insurance_partner,auction_staging,40.7,77.7,23,769,5,none,STF001,1,1,equipment_unavailable,extreme_heat,afternoon,Thursday
RET000704,VEH007492,YARD_HOU_01,2025-04-26 11:11:00,2025-04-26 11:37:00,2025-04-26 12:32:15,2025-04-26 12:41:15,buyer,carrier_pickup,55.3,90.3,26,1091,5,forklift,STF011,1,1,weather,clear,midday,Saturday
RET000705,VEH006322,YARD_HOU_01,2025-04-26 14:32:00,2025-04-26 14:41:00,2025-04-26 15:22:51,2025-04-26 15:37:51,carrier,customer_pickup,41.9,65.9,9,402,0,none,STF011,1,1,congestion,storm,midday,Saturday
RET000706,VEH002836,YARD_AUS_01,2025-04-09 11:01:00,2025-04-09 11:22:00,2025-04-09 11:34:35,2025-04-09 11:50:35,carrier,auction_staging,12.6,49.6,21,401,2,none,STF079,1,1,blocked_access,clear,morning,Wednesday
RET000707,VEH003429,YARD_HOU_01,2025-03-26 10:04:00,2025-03-26 10:10:00,2025-03-26 10:32:10,2025-03-26 10:43:10,insurance_partner,carrier_pickup,22.2,39.2,6,404,0,none,STF012,0,0,none,clear,midday,Wednesday
RET000708,VEH009263,YARD_HOU_01,2025-04-16 08:23:00,2025-04-16 08:34:00,2025-04-16 08:44:39,2025-04-16 08:50:39,carrier,carrier_pickup,10.7,27.7,11,90,0,none,STF010,1,0,none,rain,morning,Wednesday
RET000709,VEH001033,YARD_OKC_01,2025-03-21 10:39:00,2025-03-21 11:00:00,2025-03-21 11:15:46,2025-03-21 11:24:46,carrier,carrier_pickup,15.8,45.8,21,509,0,none,STF005,0,1,blocked_access,clear,morning,Friday
RET000710,VEH004044,YARD_AUS_01,2025-07-30 14:09:00,2025-07-30 14:26:00,2025-07-30 14:46:58,2025-07-30 14:58:58,internal_ops,carrier_pickup,21.0,50.0,17,253,1,none,STF033,1,1,equipment_unavailable,extreme_heat,afternoon,Wednesday
RET000711,VEH001084,YARD_DAL_01,2025-01-13 13:11:00,2025-01-13 13:29:00,2025-01-13 14:02:23,2025-01-13 14:14:23,carrier,carrier_pickup,33.4,63.4,18,377,2,none,STF062,1,1,weather,rain,evening,Monday
RET000712,VEH009489,YARD_DAL_01,2025-05-13 13:39:00,2025-05-13 14:09:00,2025-05-13 14:44:16,2025-05-13 14:52:16,insurance_partner,customer_pickup,35.3,73.3,30,631,3,jump_starter,STF003,1,1,equipment_unavailable,clear,midday,Tuesday
RET000713,VEH001882,YARD_DAL_01,2025-03-23 15:47:00,2025-03-23 15:56:00,2025-03-23 16:36:51,2025-03-23 16:43:51,buyer,internal_move,40.9,56.9,9,641,3,none,STF063,1,1,blocked_access,extreme_heat,morning,Sunday
RET000714,VEH003520,YARD_AUS_01,2025-06-20 16:09:00,2025-06-20 16:30:00,2025-06-20 17:18:02,2025-06-20 17:23:02,buyer,customer_pickup,48.0,74.0,21,347,5,none,STF080,1,1,vehicle_not_found,clear,morning,Friday
RET000715,VEH006488,YARD_HOU_01,2025-04-21 15:47:00,2025-04-21 16:04:00,2025-04-21 17:02:49,2025-04-21 17:17:49,carrier,carrier_pickup,58.8,90.8,17,1327,4,forklift,STF017,1,1,congestion,clear,morning,Monday
RET000716,VEH005052,YARD_DAL_01,2025-04-02 11:55:00,2025-04-02 12:14:00,2025-04-02 12:54:43,2025-04-02 12:59:43,carrier,carrier_pickup,40.7,64.7,19,556,0,none,STF029,1,1,blocked_access,clear,afternoon,Wednesday
RET000717,VEH007702,YARD_HOU_01,2025-05-25 16:40:00,2025-05-25 16:58:00,2025-05-25 17:43:37,2025-05-25 17:48:37,insurance_partner,internal_move,45.6,68.6,18,1211,3,forklift,STF060,1,1,blocked_access,clear,afternoon,Sunday
RET000718,VEH000068,YARD_HOU_01,2025-06-05 09:38:00,2025-06-05 10:09:00,2025-06-05 10:41:19,2025-06-05 10:55:19,insurance_partner,carrier_pickup,32.3,77.3,31,704,0,none,STF028,1,1,weather,clear,midday,Thursday
RET000719,VEH002349,YARD_HOU_01,2025-07-01 10:37:00,2025-07-01 10:54:00,2025-07-01 11:30:05,2025-07-01 11:48:05,buyer,customer_pickup,36.1,71.1,17,267,5,none,STF026,1,1,equipment_unavailable,clear,afternoon,Tuesday
RET000720,VEH000131,YARD_DAL_01,2025-03-24 11:34:00,2025-03-24 11:54:00,2025-03-24 12:26:39,2025-03-24 12:30:39,carrier,internal_move,32.7,56.7,20,824,1,none,STF078,1,1,congestion,clear,morning,Monday
RET000721,VEH006621,YARD_AUS_01,2025-07-11 11:12:00,2025-07-11 11:25:00,2025-07-11 11:57:35,2025-07-11 12:01:35,carrier,carrier_pickup,32.6,49.6,13,1040,2,none,STF040,1,1,blocked_access,clear,afternoon,Friday
RET000722,VEH007990,YARD_OKC_01,2025-09-10 12:43:00,2025-09-10 13:00:00,2025-09-10 13:58:15,2025-09-10 14:08:15,buyer,customer_pickup,58.3,85.3,17,622,5,none,STF009,1,1,blocked_access,rain,morning,Wednesday
RET000723,VEH004412,YARD_HOU_01,2025-05-15 12:24:00,2025-05-15 12:41:00,2025-05-15 13:41:05,2025-05-15 13:59:05,internal_ops,carrier_pickup,60.1,95.1,17,416,6,none,STF070,1,1,vehicle_not_found,clear,midday,Thursday
RET000724,VEH005583,YARD_AUS_01,2025-07-08 13:23:00,2025-07-08 13:34:00,2025-07-08 14:10:15,2025-07-08 14:14:15,internal_ops,customer_pickup,36.3,51.3,11,913,3,none,STF001,1,1,title_issue,clear,morning,Tuesday
RET000725,VEH008985,YARD_OKC_01,2025-02-24 16:49:00,2025-02-24 17:36:00,2025-02-24 18:13:34,2025-02-24 18:26:34,buyer,carrier_pickup,37.6,97.6,47,87,6,none,STF005,1,1,equipment_unavailable,rain,midday,Monday
RET000726,VEH001723,YARD_AUS_01,2025-09-11 14:43:00,2025-09-11 15:04:00,2025-09-11 15:27:38,2025-09-11 15:35:38,buyer,customer_pickup,23.6,52.6,21,565,2,none,STF007,1,1,blocked_access,clear,midday,Thursday
RET000727,VEH005400,YARD_DAL_01,2025-03-26 09:39:00,2025-03-26 09:56:00,2025-03-26 10:40:31,2025-03-26 10:45:31,carrier,carrier_pickup,44.5,66.5,17,822,5,none,STF035,0,1,blocked_access,clear,morning,Wednesday
RET000728,VEH008220,YARD_OKC_01,2025-09-17 13:06:00,2025-09-17 13:33:00,2025-09-17 14:07:14,2025-09-17 14:11:14,buyer,customer_pickup,34.2,65.2,27,1654,1,loader,STF006,1,1,blocked_access,clear,midday,Wednesday
RET000729,VEH009999,YARD_HOU_01,2025-06-03 15:25:00,2025-06-03 15:33:00,2025-06-03 15:42:46,2025-06-03 15:52:46,carrier,customer_pickup,9.8,27.8,8,252,1,none,STF008,1,0,none,storm,midday,Tuesday
RET000730,VEH005909,YARD_HOU_01,2025-02-14 11:08:00,2025-02-14 11:24:00,2025-02-14 12:00:35,2025-02-14 12:15:35,buyer,customer_pickup,36.6,67.6,16,529,5,none,STF047,1,1,congestion,rain,midday,Friday
RET000731,VEH001180,YARD_OKC_01,2025-08-17 15:54:00,2025-08-17 16:00:00,2025-08-17 16:31:16,2025-08-17 16:48:16,carrier,internal_move,31.3,54.3,6,938,0,none,STF075,1,1,congestion,rain,morning,Sunday
RET000732,VEH005703,YARD_DAL_01,2025-04-06 14:20:00,2025-04-06 14:53:00,2025-04-06 15:34:05,2025-04-06 15:52:05,buyer,customer_pickup,41.1,92.1,33,479,4,forklift,STF044,1,1,congestion,rain,afternoon,Sunday
RET000733,VEH009088,YARD_AUS_01,2025-04-13 09:57:00,2025-04-13 10:20:00,2025-04-13 11:02:54,2025-04-13 11:17:54,internal_ops,carrier_pickup,42.9,80.9,23,326,4,none,STF061,1,1,blocked_access,clear,afternoon,Sunday
RET000734,VEH006295,YARD_OKC_01,2025-05-21 11:26:00,2025-05-21 11:38:00,2025-05-21 12:04:27,2025-05-21 12:22:27,buyer,carrier_pickup,26.5,56.5,12,550,1,none,STF045,1,1,blocked_access,clear,afternoon,Wednesday
RET000735,VEH009171,YARD_DAL_01,2025-03-03 16:15:00,2025-03-03 16:33:00,2025-03-03 17:52:14,2025-03-03 18:09:14,internal_ops,customer_pickup,79.2,114.2,18,1401,7,forklift,STF021,1,1,congestion,clear,midday,Monday
RET000736,VEH006563,YARD_HOU_01,2025-02-13 14:33:00,2025-02-13 14:40:00,2025-02-13 15:28:02,2025-02-13 15:37:02,carrier,auction_staging,48.0,64.0,7,966,3,none,STF066,1,1,blocked_access,storm,midday,Thursday
RET000737,VEH007941,YARD_OKC_01,2025-07-12 15:09:00,2025-07-12 15:28:00,2025-07-12 15:51:12,2025-07-12 16:03:12,buyer,internal_move,23.2,54.2,19,326,2,jump_starter,STF040,1,1,blocked_access,clear,afternoon,Saturday
RET000738,VEH001146,YARD_OKC_01,2025-02-16 16:30:00,2025-02-16 17:12:00,2025-02-16 18:03:19,2025-02-16 18:10:19,carrier,carrier_pickup,51.3,100.3,42,799,2,none,STF066,1,1,blocked_access,clear,morning,Sunday
RET000739,VEH003346,YARD_HOU_01,2025-07-20 11:54:00,2025-07-20 12:09:00,2025-07-20 12:31:09,2025-07-20 12:46:09,buyer,customer_pickup,22.2,52.2,15,404,0,none,STF037,1,1,congestion,rain,evening,Sunday
RET000740,VEH007817,YARD_DAL_01,2025-06-07 14:43:00,2025-06-07 15:05:00,2025-06-07 15:21:22,2025-06-07 15:30:22,internal_ops,customer_pickup,16.4,47.4,22,762,0,none,STF029,1,1,equipment_unavailable,extreme_heat,midday,Saturday
RET000741,VEH005028,YARD_AUS_01,2025-05-27 12:23:00,2025-05-27 12:54:00,2025-05-27 13:20:49,2025-05-27 13:24:49,carrier,internal_move,26.8,61.8,31,333,0,none,STF046,1,1,congestion,clear,morning,Tuesday
RET000742,VEH005188,YARD_DAL_01,2025-08-18 10:04:00,2025-08-18 10:17:00,2025-08-18 10:40:38,2025-08-18 10:48:38,carrier,carrier_pickup,23.6,44.6,13,418,0,none,STF066,1,0,none,clear,midday,Monday
RET000743,VEH006215,YARD_DAL_01,2025-06-24 10:47:00,2025-06-24 11:05:00,2025-06-24 11:43:46,2025-06-24 11:51:46,buyer,carrier_pickup,38.8,64.8,18,485,3,none,STF020,1,1,blocked_access,rain,midday,Tuesday
RET000744,VEH006667,YARD_HOU_01,2025-06-06 14:16:00,2025-06-06 14:46:00,2025-06-06 15:29:12,2025-06-06 15:44:12,insurance_partner,carrier_pickup,43.2,88.2,30,883,6,none,STF034,1,1,title_issue,clear,afternoon,Friday
RET000745,VEH006527,YARD_OKC_01,2025-04-10 09:29:00,2025-04-10 09:45:00,2025-04-10 10:25:26,2025-04-10 10:39:26,insurance_partner,customer_pickup,40.4,70.4,16,357,6,none,STF073,1,1,congestion,clear,afternoon,Thursday
RET000746,VEH001899,YARD_DAL_01,2025-06-17 16:10:00,2025-06-17 16:29:00,2025-06-17 17:23:40,2025-06-17 17:29:40,buyer,carrier_pickup,54.7,79.7,19,538,6,none,STF080,1,1,congestion,rain,afternoon,Tuesday
RET000747,VEH008378,YARD_DAL_01,2025-07-24 13:48:00,2025-07-24 13:54:00,2025-07-24 14:27:08,2025-07-24 14:33:08,buyer,carrier_pickup,33.1,45.1,6,937,4,loader,STF051,1,1,equipment_unavailable,rain,midday,Thursday
RET000748,VEH004297,YARD_DAL_01,2025-06-27 13:00:00,2025-06-27 13:13:00,2025-06-27 13:47:26,2025-06-27 14:00:26,buyer,customer_pickup,34.4,60.4,13,669,1,none,STF053,1,1,congestion,rain,morning,Friday
RET000749,VEH001348,YARD_HOU_01,2025-04-01 10:33:00,2025-04-01 11:02:00,2025-04-01 11:50:45,2025-04-01 12:04:45,carrier,carrier_pickup,48.8,91.8,29,482,6,none,STF055,1,1,equipment_unavailable,extreme_heat,midday,Tuesday
RET000750,VEH004679,YARD_AUS_01,2025-05-23 12:29:00,2025-05-23 12:48:00,2025-05-23 13:21:25,2025-05-23 13:26:25,carrier,customer_pickup,33.4,57.4,19,845,0,none,STF042,1,1,congestion,clear,morning,Friday
RET000751,VEH000406,YARD_OKC_01,2025-03-10 11:38:00,2025-03-10 11:46:00,2025-03-10 12:25:34,2025-03-10 12:40:34,buyer,internal_move,39.6,62.6,8,776,2,none,STF003,1,1,equipment_unavailable,extreme_heat,morning,Monday
RET000752,VEH003016,YARD_OKC_01,2025-08-08 12:11:00,2025-08-08 12:18:00,2025-08-08 12:44:48,2025-08-08 12:54:48,carrier,internal_move,26.8,43.8,7,158,0,none,STF039,1,1,equipment_unavailable,clear,afternoon,Friday
RET000753,VEH007832,YARD_DAL_01,2025-06-07 12:17:00,2025-06-07 12:32:00,2025-06-07 12:47:12,2025-06-07 12:56:12,insurance_partner,carrier_pickup,15.2,39.2,15,562,0,none,STF036,1,0,none,clear,morning,Saturday
RET000754,VEH001958,YARD_OKC_01,2025-05-23 10:03:00,2025-05-23 10:05:00,2025-05-23 10:42:41,2025-05-23 10:57:41,internal_ops,carrier_pickup,37.7,54.7,2,520,1,none,STF073,1,1,blocked_access,rain,morning,Friday
RET000755,VEH004820,YARD_AUS_01,2025-06-09 11:03:00,2025-06-09 11:13:00,2025-06-09 11:20:37,2025-06-09 11:24:37,internal_ops,customer_pickup,7.6,21.6,10,307,0,none,STF027,1,0,none,clear,afternoon,Monday
RET000756,VEH001393,YARD_DAL_01,2025-04-14 08:21:00,2025-04-14 08:29:00,2025-04-14 09:04:00,2025-04-14 09:21:00,internal_ops,internal_move,35.0,60.0,8,650,3,none,STF078,1,1,congestion,clear,afternoon,Monday
RET000757,VEH005165,YARD_HOU_01,2025-07-05 10:07:00,2025-07-05 10:15:00,2025-07-05 10:50:55,2025-07-05 10:54:55,carrier,carrier_pickup,35.9,47.9,8,1004,1,heavy_tow,STF016,1,1,congestion,clear,afternoon,Saturday
RET000758,VEH001495,YARD_OKC_01,2025-04-15 09:17:00,2025-04-15 09:29:00,2025-04-15 10:13:11,2025-04-15 10:18:11,insurance_partner,customer_pickup,44.2,61.2,12,743,3,heavy_tow,STF041,1,1,equipment_unavailable,extreme_heat,morning,Tuesday
RET000759,VEH005497,YARD_HOU_01,2025-05-11 09:40:00,2025-05-11 09:40:00,2025-05-11 09:59:43,2025-05-11 10:11:43,buyer,carrier_pickup,19.7,31.7,0,410,0,none,STF060,1,0,none,clear,morning,Sunday
